FID,ADDRESS,CITY,STATE,ZIP,COUNTY,LATITUDE,LONGITUDE
6466,3340 PLAZA 10 BOULEVARD,BEAUMONT,TX,77707,JEFFERSON,30.07741791,-94.13788905
6467,2304 STATE HIGHWAY 121,BEDFORD,TX,76021,TARRANT,32.84533965,-97.11325740000001
6468,7200 WEST 9TH STREET,AMARILLO,TX,79106,POTTER,35.20670495,-101.920865
6469,425 EAST ALTON GLOOR BOULEVARD,BROWNSVILLE,TX,78526,CAMERON,25.98064316,-97.51056022
6470,18550 INTERSTATE HIGHWAY 45 SOUTH,CONROE,TX,77304,MONTGOMERY,30.18560374,-95.45446695
6471,4302 PRINCETON STREET,LUBBOCK,TX,79415,LUBBOCK,33.61709402,-101.903157
6472,19126 STONEHUE,SAN ANTONIO,TX,78258,BEXAR,29.62823132,-98.4923585
6473,5726 ESPLANADE DRVIE,CORPUS CHRISTI,TX,78414,NUECES,27.68844884,-97.37805548
6474,425 ALABAMA AVENUE,FORT WORTH,TX,76104,TARRANT,32.74074231,-97.34137684
6475,5403 DOCTORS DRIVE,EDINBURG,TX,78539,HIDALGO,26.25518708,-98.20633362
6476,707 WOOD STREET,NACOGDOCHES,TX,75961,NACOGDOCHES,31.61197484,-94.64665259
6477,703 EUREKA ST,WEATHERFORD,TX,76086,PARKER,32.75062142,-97.78774264
6478,900 W ARBROOK BLVD,ARLINGTON,TX,76015,TARRANT,32.68212164,-97.11936982
6479,2000 SOUTH FM 51,DECATUR,TX,76234,WISE,33.21784466,-97.59338257
6480,2801 SOUTH MAHILL ROAD,DENTON,TX,76208,DENTON,33.17662147,-97.08734292
6481,5445 LA BRANCH STREET,HOUSTON,TX,77004,HARRIS,29.72417952,-95.38395899999999
6482,400 WEST INTERSTATE 635,IRVING,TX,75063,DALLAS,32.91229177,-96.95221323
6483,1815 SOUTH 31ST STREET,TEMPLE,TX,76504,BELL,31.08159961,-97.36289358
6484,150 HOSPITAL DRIVE,LUVERNE,AL,36049,CRENSHAW,31.69458855,-86.26319151
6485,750 MORPHY AVENUE,FAIRHOPE,AL,36532,BALDWIN,30.51887903,-87.88944744
6486,201 MARIARDEN ROAD,DADEVILLE,AL,36853,TALLAPOOSA,32.81859857,-85.74113991
6487,400 NORTHWOOD DRIVE,CENTRE,AL,35960,CHEROKEE,34.1614583,-85.65108878
6488,7400 ROPER LANE,DAPHNE,AL,36526,BALDWIN,30.63528915,-87.8951391
6489,1613 NORTH MCKENZIE STREET,FOLEY,AL,36535,BALDWIN,30.42583568,-87.68468565
6490,888 SO KING ST,HONOLULU,HI,96813,HONOLULU,21.30285082,-157.8507059
6491,45-710 KEAAHALA RD,KANEOHE,HI,96744,HONOLULU,21.40513249,-157.8158549
6492,1100 TUNNEL RD,ASHEVILLE,NC,28805,BUNCOMBE,35.58861379,-82.48354085
6493,1601 BRENNER AVE,SALISBURY,NC,28144,ROWAN,35.68419984,-80.48815776
6494,638 SOUTH BLUFF ROAD,CLINTON,IA,52732,CLINTON,41.84002429,-90.21374357
6495,8050 NORTHVIEW STREET,BOISE,ID,83704,ADA,43.62718132,-116.2824628
6496,2900 NORTH LAKE SHORE DRIVE,CHICAGO,IL,60657,COOK,41.93382071,-87.63706909
6497,347 ANDRIEUX STREET,SONOMA,CA,95476,SONOMA,38.28807387,-122.4650102
6498,1515 E. OCEAN AVENUE,LOMPOC,CA,93436,SANTA BARBARA,34.64091099,-120.4395324
6499,315 CAMINO DEL REMEDIO,SANTA BARBARA,CA,93110,SANTA BARBARA,34.444136900000004,-119.78063329999999
6500,1205 EAST NORTH STREET,MANTECA,CA,95336,SAN JOAQUIN,37.80158302,-121.1969169
6501,725 SOUTH ORANGE AVENUE,WEST COVINA,CA,91790,LOS ANGELES,34.07136945,-117.944903
6502,150 WEST ROUTE 66,GLENDORA,CA,91740,LOS ANGELES,34.12748713,-117.8651379
6503,555 NORTH 30TH ST,OMAHA,NE,68131,DOUGLAS,41.26424129,-95.95588849
6504,1000 GRANBY PARK DRIVE SOUTH,GRANBY,CO,80446,GRAND,40.075728000000005,-105.92579199999999
6505,13300 SO. HAWTHORNE BOULEVARD,HAWTHORNE,CA,90250,LOS ANGELES,33.91172879999999,-118.3520439
6506,4650 LINCOLN BOULEVARD,MARINA DEL REY,CA,90291,LOS ANGELES,33.98216162,-118.43923219999999
6507,9449 SAN FERNANDO ROAD,SUN VALLEY,CA,91352,LOS ANGELES,34.24009834,-118.3963629
6508,1117 EAST DEVONSHIRE,HEMET,CA,92543,RIVERSIDE,33.75016970000001,-116.9601854
6509,600 HIGHLAND SPRINGS AVENUE,BANNING,CA,92220,RIVERSIDE,33.93182075,-116.94610220000001
6510,1101 VAN NESS AVENUE,SAN FRANCISCO,CA,94109,SAN FRANCISCO,37.78582877,-122.4222496
6511,1191 PHELPS AVENUE,COALINGA,CA,93210,FRESNO,36.15247112,-120.34068400000001
6512,2500 ALHAMBRA AVENUE,MARTINEZ,CA,94553,CONTRA COSTA,38.00679801,-122.1328148
6513,2150 STOCKTON BOULEVARD,SACRAMENTO,CA,95817,SACRAMENTO,38.55719537,-121.460877
6514,2600 L STREET,SACRAMENTO,CA,95816,SACRAMENTO,38.57186985,-121.47251680000001
6515,2501 HARBOR BOULEVARD,COSTA MESA,CA,92626,ORANGE,33.66344421,-117.9228031
6516,100 GROSS CRESCENT CIRCLE,FORT OGLETHORPE,GA,30742,CATOOSA,34.94687793,-85.26367959
6517,705 JUNIPER STREET NE,ATLANTA,GA,30308,FULTON,33.77377717,-84.38275435
6518,3280 HOWELL MILL ROAD NW,ATLANTA,GA,30327,FULTON,33.84329175,-84.42860127
6519,400 SOUTH PINE TREE BLVD,THOMASVILLE,GA,31792,THOMAS,30.80828659,-83.99389357
6520,5126 HOSPITAL DRIVE,COVINGTON,GA,30014,NEWTON,33.60134,-83.84843000000001
6521,311 JONES MILL ROAD,STATESBORO,GA,30458,BULLOCH,32.44443621,-81.75732574
6522,351 S LIBERTY STREET,WAYNESBORO,GA,30830,BURKE,33.08347574,-82.01246217
6523,2000 DAN PROCTOR DRIVE,ST. MARYS,GA,31558,CAMDEN,30.78090229,-81.61510891
6524,7952 W JEFFERSON BLVD,FORT WAYNE,IN,46804,ALLEN,41.04028484,-85.23912543
6525,4280 NORTH VALDOSTA ROAD,VALDOSTA,GA,31602,LOWNDES,30.89863693,-83.33555852
6526,70 MEDICAL CENTER DRIVE,COMMERCE,GA,30529,JACKSON,34.21939857,-83.46900739
6527,GIBSON AND CADE STREETS,HARTWELL,GA,30643,HART,34.34663565,-82.93947389
6528,2056 WALLUM LAKE ROAD,BURRILLVILLE,RI,2830,PROVIDENCE,41.99725365,-71.76246104
6529,FERRELL ROAD,ROSICLARE,IL,62982,HARDIN,37.42228042,-88.35172494
6530,307 POLLY LN,LAFAYETTE,LA,70508,LAFAYETTE,30.17380967,-92.02606589
6531,500 RUE DE SANTE,LA PLACE,LA,70068,ST. JOHN THE BAPTIST,30.07172675,-90.51436328
6532,411 MAIN STREET,COLUMBIA,LA,71418,CALDWELL,32.10355367,-92.07571241
6533,707 14TH ST,BARABOO,WI,53913,SAUK,43.48097094,-89.73052407
6534,8088 HAWKS RD,LEESVILLE,LA,71446,VERNON,30.94086281,-93.28439214
6535,407 CINCINNATI ST,DELHI,LA,71232,RICHLAND,32.45285126,-91.49323801
6536,67252 INDUSTRY LN,COVINGTON,LA,70433,ST. TAMMANY,30.40822356,-90.08211407
6537,64030 HIGHWAY 434,LACOMBE,LA,70445,ST. TAMMANY,30.35756056,-89.91543951
6538,195 HIGHLAND PARK ENTRANCE,COVINGTON,LA,70433,ST. TAMMANY,30.45843446,-90.13503711
6539,921 AVENUE G,KENTWOOD,LA,70444,TANGIPAHOA,30.93736157,-90.52971876
6540,3501 HIGHWAY 190,EUNICE,LA,70535,ST. LANDRY,30.49663736,-92.38618276
6541,2025 DESOTO ST,SHREVEPORT,LA,71103,CADDO,32.47226583,-93.77092547
6542,10841 WHITE OAK AVENUE,RANCHO CUCAMONGA,CA,91730,SAN BERNARDINO,34.10371431,-117.56629380000001
6543,330 MOSS STREET,CHULA VISTA,CA,91911,SAN DIEGO,32.61749401,-117.0717121
6544,1001 POTRERO AVENUE,SAN FRANCISCO,CA,94110,SAN FRANCISCO,37.75657562,-122.4057621
6546,1521 GULL ROAD,KALAMAZOO,MI,49048,KALAMAZOO,42.30688724,-85.56135493
6547,420 W HIGH STREET,DOWAGIAC,MI,49047,CASS,41.98313848,-86.11558074
6548,411 NAOMI STREET,PLAINWELL,MI,49080,ALLEGAN,42.44699534,-85.6538966
6549,12851 E GRAND RIVER,BRIGHTON,MI,48116,LIVINGSTON,42.51972003,-83.69583341
6550,ONE GENESYS PARKWAY,GRAND BLANC,MI,48439,GENESEE,42.892454799999996,-83.64226092
6551,289 IRELAND AVE.,FORT KNOX,KY,40121,HARDIN,37.9003532,-85.9414375
6552,650 JOEL DRIVE,FORT CAMPBELL,KY,42223,MONTGOMERY,36.636640899999996,-87.4474845
6553,8901 ROCKVILLE PIKE,BETHESDA,MD,20889,MONTGOMERY,39.00128695,-77.09358972
6554,27351 DEQUINDRE,MADISON HEIGHTS,MI,48071,OAKLAND,42.49391602,-83.08679372
6555,11800 EAST TWELVE MILE ROAD,WARREN,MI,48093,MACOMB,42.50581325,-83.00494271
6556,16001 W NINE MILE RD,SOUTHFIELD,MI,48075,OAKLAND,42.45777771,-83.20513134
6557,1101 W UNIVERSITY DRIVE,ROCHESTER,MI,48307,OAKLAND,42.67981505,-83.14951337
6558,4100 RIVER RD,EAST CHINA,MI,48054,ST. CLAIR,42.78536365,-82.47920191
6559,"22101 MOROSS RD, 6TH FLOOR",DETROIT,MI,48236,WAYNE,42.42017129,-82.91528609
6560,200 HEMLOCK,TAWAS CITY,MI,48764,IOSCO,44.27521811,-83.50972049
6561,800 S WASHINGTON AVENUE,SAGINAW,MI,48601,SAGINAW,43.42402827,-83.93866061
6562,401 N HOOPER STREET,CARO,MI,48723,TUSCOLA,43.49318686,-83.40820611
6563,1100 SOUTH VAN DYKE ROAD,BAD AXE,MI,48413,HURON,43.80321031,-83.03212918
6564,72 SOUTH STATE STREET,SHELBY,MI,49455,OCEANA,43.60660404,-86.36468619
6565,1501 W CHISHOLM ST,ALPENA,MI,49707,ALPENA,45.07767295,-83.44937429
6566,2463 SOUTH M-30,WEST BRANCH,MI,48661,OGEMAW,44.26380231,-84.24430076
6567,418 WASHINGTON,LAKEVIEW,MI,48850,MONTCALM,43.44121827,-85.2779234
6568,100 MICHIGAN ST NE,GRAND RAPIDS,MI,49503,KENT,42.96966919,-85.66574667
6569,750 FULLER AVE NE,GRAND RAPIDS,MI,49503,KENT,42.9763242,-85.63795723
6570,420 W MAGNETIC,MARQUETTE,MI,49855,MARQUETTE,46.55426642,-87.40082366
6571,22101 MOROSS RD,DETROIT,MI,48236,WAYNE,42.41997263,-82.91434079
6572,61 CHARLES STREET,DEADWOOD,SD,57732,LAWRENCE,44.36962692,-103.7282684
6573,1039 MONTGOMERY STREET,CUSTER,SD,57730,CUSTER,43.77266246,-103.5941203
6574,301 FLYNN DR,MILBANK,SD,57252,GRANT,45.22245806,-96.62717351
6575,8585 PICARDY AVE,BATON ROUGE,LA,70809,EAST BATON ROUGE,30.39372688,-91.09483178
6576,1585 3RD ST,FORT POLK,LA,71459,VERNON,31.062455699999997,-93.21380140000001
6577,1440 NORTH MAIN STREET,SPEARFISH,SD,57783,LAWRENCE,44.49806367,-103.8606446
6578,510 EAST 8TH STREET,FREEMAN,SD,57029,HUTCHINSON,43.34796637,-97.43108070000001
6579,701 3RD AVENUE SOUTH,CLEAR LAKE,SD,57226,DEUEL,44.75272494,-96.68313556
6580,175 E CHESTER PIKE,RIDLEY PARK,PA,19078,DELAWARE,39.87770033,-75.32022575
6581,401 9TH AVENUE NORTHWEST,WATERTOWN,SD,57201,CODINGTON,44.91097461,-97.12123734
6582,606 EAST GARFIELD AVENUE,GETTYSBURG,SD,57442,POTTER,45.01308489,-99.94779146
6583,600 BILLARS STREET,SCOTLAND,SD,57059,BON HOMME,43.14903616,-97.72904524
6584,910 E 20TH ST,SIOUX FALLS,SD,57105,MINNEHAHA,43.53505616,-96.71426497
6585,1303 NORTH MAIN STREET,CEDAR CITY,UT,84721,IRON,37.69976036,-113.06667490000001
6586,2209 GENESEE STREET,UTICA,NY,13501,ONEIDA,43.08149046,-75.26660171
6587,2005 NW SAMMAMISH ROAD,ISSAQUAH,WA,98027,KING,47.55145323,-122.06544380000001
6588,12844 MILITARY ROAD S,TUKWILA,WA,98168,KING,47.4877049,-122.29597859999998
6589,1945 STATE ROUTE 33,NEPTUNE,NJ,7753,MONMOUTH,40.20818794,-74.03962838
6590,201 LYONS AVENUE,NEWARK,NJ,7112,ESSEX,40.70947028,-74.21192764
6591,170 NORTH 1100 EAST,AMERICAN FORK,UT,84003,UTAH,40.38029101,-111.7665992
6592,905 NORTH 1000 WEST,TREMONTON,UT,84337,BOX ELDER,41.72414871,-112.18257690000002
6593,1109 NORTH 100 WEST STREET,BEAVER,UT,84713,BEAVER,38.28914945,-112.6438588
6594,802 SOUTH 200 WEST,BLANDING,UT,84511,SAN JUAN,37.61306643,-109.4824861
6595,950 SOUTH MEDICAL DRIVE,BRIGHAM CITY,UT,84302,BOX ELDER,41.49122715,-112.0257557
6596,2380 NORTH 400 EAST,NORTH LOGAN,UT,84341,CACHE,41.77556647,-111.8212304
6597,300 NORTH HOSPITAL DRIVE,PRICE,UT,84501,CARBON,39.60516705,-110.83294009999999
6598,1790 NORTH STATE STREET,OREM,UT,84097,UTAH,40.32993455,-111.70842759999998
6599,1600 WEST ANTELOPE DRIVE,LAYTON,UT,84041,DAVIS,41.09104516,-111.99567309999999
6600,1380 EAST MEDICAL CENTER DRIVE,SAINT GEORGE,UT,84790,WASHINGTON,37.09776694,-113.55374280000001
6601,8074 SOUTH 1300 EAST,SANDY,UT,84094,SALT LAKE,40.60482005,-111.85478729999998
6602,200 NORTH 400 EAST,PANGUITCH,UT,84759,GARFIELD,37.82642874,-112.4269223
6603,5121 SOUTH COTTONWOOD STREET,MURRAY,UT,84107,SALT LAKE,40.65968994,-111.89083640000001
6604,3580 WEST 9000 SOUTH,WEST JORDAN,UT,84088,SALT LAKE,40.59036236,-111.97497040000002
6605,3460 SOUTH PIONEER PARKWAY,WEST VALLEY CITY,UT,84120,SALT LAKE,40.69787279,-111.9908804
6606,355 NORTH MAIN STREET,KANAB,UT,84741,KANE,37.05445725,-112.529509
6607,4252 S BIRKHILL BLVD,MURRAY,UT,84107,SALT LAKE,40.67954147,-111.8932824
6608,324 8TH AVENUE,SALT LAKE CITY,UT,84143,SALT LAKE,40.77822379,-111.87982190000001
6609,500 EAST 1400 NORTH,LOGAN,UT,84341,CACHE,41.75568064,-111.8221832
6610,11925 S STATE ST,DRAPER,UT,84020,SALT LAKE,40.53605987,-111.8891261
6612,4401 HARRISON BOULEVARD,OGDEN,UT,84403,WEBER,41.18265762,-111.9533733
6613,450 WEST WILLIAMS WAY,MOAB,UT,84532,GRAND,38.57873515,-109.56361310000001
6614,3000 NORTH TRIUMPH BLVD,LEHI,UT,84043,UTAH,40.425340000000006,-111.87854009999998
6615,1000 EAST 100 NORTH (HWY198),PAYSON,UT,84651,UTAH,40.04404603,-111.71428529999999
6616,2055 NORTH MAIN STREET,TOOELE,UT,84074,TOOELE,40.56673723,-112.2972601
6617,5475 SOUTH 500 EAST,OGDEN,UT,84405,WEBER,41.16437751,-111.9703899
6618,331 NORTH 400 WEST,OREM,UT,84057,UTAH,40.30288545,-111.707974
6619,900 ROUND VALLEY DRIVE,PARK CITY,UT,84060,SUMMIT,40.68745436,-111.46948219999999
6620,100 MARIO CAPECCHI DRIVE,SALT LAKE CITY,UT,84113,SALT LAKE,40.77128726,-111.8388047
6621,3741 WEST 12600 SOUTH,RIVERTON,UT,84065,SALT LAKE,40.52039747,-111.9799142
6622,3802 SOUTH 700 EAST,SALT LAKE CITY,UT,84106,SALT LAKE,40.688087700000004,-111.8728136
6623,1050 EAST SOUTH TEMPLE,SALT LAKE CITY,UT,84102,SALT LAKE,40.76789122,-111.8614233
6624,1000 NORTH MAIN STREET,RICHFIELD,UT,84701,SEVIER,38.78270065,-112.08358249999999
6625,1275 E FAIRFAX RD,SALT LAKE CITY,UT,84103,SALT LAKE,40.77743651,-111.8504304
6626,401 SOUTH 400 EAST,BOUNTIFUL,UT,84010,DAVIS,40.88500135,-111.8717969
6627,1200 EAST 3900 SOUTH,SALT LAKE CITY,UT,84124,SALT LAKE,40.68595827,-111.8571409
6628,5848 WEST FASHION BOULEVARD,MURRAY,UT,84107,SALT LAKE,40.64438385,-111.88358079999999
6629,750 WEST 800 NORTH,OREM,UT,84057,UTAH,40.3135936,-111.71369109999999
6630,250 WEST 300 NORTH,ROOSEVELT,UT,84066,DUCHESNE,40.30438504,-109.9964703
6631,50 NORTH MEDICAL DRIVE,SALT LAKE CITY,UT,84112,SALT LAKE,40.77127309,-111.83611299999998
6632,1300 EAST CENTER STREET,PROVO,UT,84606,UTAH,40.23482251,-111.63531809999999
6633,1034 NORTH 500 WEST,PROVO,UT,84604,UTAH,40.24792102,-111.66580790000002
6634,306 WEST RIVER BEND LANE,PROVO,UT,84604,UTAH,40.30543396,-111.6625831
6635,2732 WEST 2700 SOUTH,SYRACUSE,UT,84075,DAVIS,41.07540808,-112.0792064
6636,1309 KEMPSVILLE ROAD,NORFOLK,VA,23502,NORFOLK,36.86713036,-76.20623768
6637,800 INDEPENDENCE BOULEVARD,VIRGINIA BEACH,VA,23455,VIRGINIA BEACH,36.867810600000006,-76.13147748
6638,500 MARTHA JEFFERSON DR.,CHARLOTTESVILLE,VA,22911,ALBEMARLE,38.02258118,-78.44438962
6639,95 MEDICAL PARK BOULEVARD,PETERSBURG,VA,23805,PETERSBURG,37.18466931,-77.36406019
6640,5700 FITZHUGH AVENUE,RICHMOND,VA,23226,HENRICO,37.58594398,-77.50671264
6641,1501 MAPLE AVE,RICHMOND,VA,23226,HENRICO,37.58361458,-77.51229963
6642,8228 MEADOWBRIDGE RD,MECHANICSVILLE,VA,23116,HANOVER,37.6289545,-77.38596038
6643,254 PLEASANT STREET,CONCORD,NH,3301,MERRIMACK,43.19977474,-71.56283486
6644,90 SWIFTWATER ROAD,WOODSVILLE,NH,3785,GRAFTON,44.13533816,-72.02342639
6645,"29 NW BLVD, FIRST FLOOR",NASHUA,NH,3062,HILLSBOROUGH,42.80010518,-71.54550622
6646,333 BORTHWICK AVE,PORTSMOUTH,NH,3801,ROCKINGHAM,43.06485275,-70.79033693
6647,3100 TONGASS AVENUE,KETCHIKAN,AK,99901,KETCHIKAN GATEWAY,55.35371869,-131.6857884
6648,6000 KANAKANAK ROAD,DILLINGHAM,AK,99576,DILLINGHAM,59.00047476,-158.53631230000002
6649,1915 REZANOF DRIVE,KODIAK,AK,99615,KODIAK ISLAND,57.80089998,-152.3756077
6650,100 FAIRVIEW DRIVE,FRANKLIN,VA,23851,FRANKLIN CITY,36.69154298,-76.93750373
6651,12033 AGENCY ROAD,PARKER,AZ,85344,LA PAZ,34.14733742,-114.30196129999999
6652,24760 HOSPITAL DRIVE,RED LAKE,MN,56671,BELTRAMI,47.8778435,-95.02924208
6653,61 GRASSE ST,CALICO ROCK,AR,72519,IZARD,36.12677685,-92.12808717
6654,456 GROS VENTURE AVE,HARLEM,MT,59526,BLAINE,48.4824411,-108.7629517
6655,4076 NEELY RD,FORT WAINWRIGHT,AK,99703,FAIRBANKS NORTH STAR,64.82970024,-147.66222919999998
6656,2080 CHILD ST,JACKSONVILLE,FL,32214,DUVAL,30.20883704,-81.68410578
6657,900 WASHINGTON RD,WEST POINT,NY,10996,ORANGE,41.40187124,-73.97713704
6658,"200 MERCY CIRCLE, CAMP PENDLETON",OCEANSIDE,CA,92055,SAN DIEGO,33.2213161,-117.38880449999999
6659,1 PINCKNEY BLVD,BEAUFORT,SC,29902,BEAUFORT,32.3894647,-80.68227993
6660,"1500 SW 1ST AVE, 5TH FLOOR",OCALA,FL,34474,MARION,29.17610364,-82.13837378
6661,"1108 ROSS CLARK CIRCLE, 4TH FLOOR",DOTHAN,AL,36302,HOUSTON,31.21628917,-85.36294421
6662,909 N. WASHINGTON AVENUE,DALLAS,TX,75246,DALLAS,32.79157855,-96.78043674
6663,1650 COCHRANE CIR,FORT CARSON,CO,80913,EL PASO,38.71911428,-104.7970689
6664,9300 DEWITT LOOP,FORT BELVOIR,VA,22060,FAIRFAX,38.70560252,-77.14368028
6665,1061 HARMON AVE,FORT STEWART,GA,31315,LIBERTY,31.87225696,-81.60038895
6666,600 CAISSON HILL RD,FORT RILEY,KS,66442,GEARY,39.08291142,-96.7681484
6667,"2400 ST. MICHAEL DRIVE, 2ND FLOOR",TEXARKANA,TX,75503,BOWIE,33.46528357,-94.07103727
6668,4228 WISCONSIN AVENUE NW,WASHINGTON,DC,20016,DISTRICT OF COLUMBIA,38.94390262,-77.07796244
6669,2500 HARBOR BLVD,PORT CHARLOTTE,FL,33952,CHARLOTTE,26.98892519,-82.09569026
6670,1601 S ARCHER ROAD,GAINESVILLE,FL,32608,ALACHUA,29.63769848,-82.34466908
6671,4100 GOSS RD SW,HUNTSVILLE,AL,35890,MADISON,34.69621420000001,-86.66023089
6672,1201 NW 16TH STREET,MIAMI,FL,33125,MIAMI-DADE,25.79122252,-80.21672492
6673,650 E INDIAN SCHOOL RD,PHOENIX,AZ,85012,MARICOPA,33.49567218,-112.0662531
6674,1310 24TH AVE S,NASHVILLE,TN,37212,DAVIDSON,36.14175705,-86.80423925
6675,4300 WEST 7TH STREET,LITTLE ROCK,AR,72205,PULASKI,34.746036,-92.320213
6676,401 WOODLAND HILLS BLVD,FORT SCOTT,KS,66701,BOURBON,37.80619303,-94.71096739
6677,700 S 19TH ST S,BIRMINGHAM,AL,35233,JEFFERSON,33.50444826,-86.80134612
6678,4315 DIPLOMACY DRIVE,ANCHORAGE,AK,99508,ANCHORAGE,61.18295035,-149.8002926
6679,1145 STURGIS ST,TWENTYNINE PALMS,CA,92278,SAN BERNARDINO,34.22706647,-116.04879380000001
6680,4212 N 16TH STREET,PHOENIX,AZ,85016,MARICOPA,33.49715564,-112.04885829999999
6681,225 NORTH JACKSON AVENUE,SAN JOSE,CA,95116,SANTA CLARA,37.36231615,-121.84892450000001
6682,3-3420 KUHIO HWY,LIHUE,HI,96766,KAUAI,21.98614785,-159.3649245
6683,4363 CONVENTION STREET,BATON ROUGE,LA,70806,EAST BATON ROUGE,30.44964509,-91.14491214
6684,726 FOURTH ST,MARYSVILLE,CA,95901,YUBA,39.13800499,-121.5939125
6685,1 BOONE ROAD,BREMERTON,WA,98312,KITSAP,47.59499772,-122.6915605
6686,208 VALLEY RD,NEW CANAAN,CT,6840,FAIRFIELD,41.16540629,-73.46992282
6687,31700 TEMECULA PKWY,TEMECULA,CA,92592,RIVERSIDE,33.48079759,-117.1060307
6688,4430 MISSOURI AVE,FORT LEONARD WOOD,MO,65473,PULASKI,37.76616456,-92.11483258
6689,516 NIZHONI BOULEVARD,GALLUP,NM,87301,MCKINLEY,35.50764586,-108.7298805
6690,7000 UULA ST,BARROW,AK,99723,NORTH SLOPE,71.29772504,-156.729037
6691,1105 CENTRAL EXPRESSWAY NORTH,ALLEN,TX,75013,COLLIN,33.11597732,-96.67310105
6692,1700 CERRILLOS ROAD,SANTA FE,NM,87501,SANTA FE,35.66833888,-105.97044040000002
6693,318 ABALONE LOOP,MESCALERO,NM,88340,OTERO,33.158789399999996,-105.77247290000001
6694,10110 SOUTH 7650 EAST,CROW AGENCY,MT,59022,BIG HORN,45.58207982,-107.44885020000001
6695,222 MEDICAL CIRCLE,MOREHEAD,KY,40351,ROWAN,38.17947045,-83.43932425
6696,2215 PARK AVENUE SOUTH,MINNEAPOLIS,MN,55404,HENNEPIN,44.95948943,-93.26424091
6697,1 HOSPITAL ROAD,CHEROKEE,NC,28719,SWAIN,35.48485497,-83.32338440000001
6698,HWY 491 NORTH,SHIPROCK,NM,87420,SAN JUAN,36.80525916,-108.6914101
6699,1800 EAST COPLIN RD,OKEMAH,OK,74859,OKFUSKEE,35.42235155,-96.27780901
6700,400 SOLDER CREEK ROAD,ROSEBUD,SD,57570,TODD,43.25674297,-100.8506097
6701,100 HOYLMAN DRIVE,GASSAWAY,WV,26624,BRAXTON,38.66115929,-80.74860807
6702,1340 HAL GREER BOULEVARD,HUNTINGTON,WV,25701,CABELL,38.40976703,-82.4274023
6703,192 VILLAGE DR,JACKSONVILLE,NC,28546,ONSLOW,34.7463351,-77.37438632
6704,1160 VAN VOORHIS ROAD,MORGANTOWN,WV,26504,MONONGALIA,39.65648602,-79.96198365
6705,120 12TH ST,PRINCETON,WV,24740,MERCER,37.36396619,-81.11352907
6706,"1320 MAPLEWOOD AVENUE, PO BOX 497",RONCEVERTE,WV,24970,GREENBRIER,37.77316067,-80.47024923
6707,20 HOSPITAL DRIVE,LOGAN,WV,25601,LOGAN,37.84609551,-81.99438703
6708,6900 WEST COUNTRY CLUB DRIVE,HUNTINGTON,WV,25705,CABELL,38.41888909,-82.33866826
6709,200 HOSPITAL DRIVE,SPENCER,WV,25276,ROANE,38.81255478,-81.36903423
6710,363 SUNRISE BOULEVARD,ROMNEY,WV,26757,HAMPSHIRE,39.333371,-78.698562
6711,333 LAIDLEY STREET,CHARLESTON,WV,25301,KANAWHA,38.35388293,-81.63252688
6712,400 FAIRVIEW HEIGHTS ROAD,SUMMERSVILLE,WV,26651,NICHOLAS,38.292512200000004,-80.82929269
6713,1 HEALTHY WAY,BERKELEY SPRINGS,WV,25411,MORGAN,39.64238269,-78.20037833
6714,"324 MILLER MOUNTAIN DRIVE, PO BOX 312",WEBSTER SPRINGS,WV,26288,WEBSTER,38.48226133,-80.41068752
6715,454 MCDOWELL STREET,WELCH,WV,24801,MCDOWELL,37.43912905,-81.58809901
6716,510 BUTLER AVE,MARTINSBURG,WV,25405,BERKELEY,39.41771145,-77.91111267
6717,800 GARFIELD AVE,PARKERSBURG,WV,26101,WOOD,39.26942401,-81.56010635
6718,501 MORRIS STREET,CHARLESTON,WV,25301,KANAWHA,38.34792179,-81.62719975
6719,3 HOSPITAL PLAZA,CLARKSBURG,WV,26301,HARRISON,39.271775399999996,-80.37143889
6720,122 PINNELL ST,RIPLEY,WV,25271,JACKSON,38.82287628,-81.73014727
6721,2000 BROOKSIDE DRIVE,KINGSPORT,TN,37660,SULLIVAN,36.55080903,-82.51427614
6722,50 NORTH DUNLAP,MEMPHIS,TN,38103,SHELBY,35.1450508,-90.03180122
6723,1200 JD ANDERSON DR,MORGANTOWN,WV,26505,MONONGALIA,39.66361557,-79.94694373
6724,601 COLLIERS WAY,WEIRTON,WV,26062,BROOKE,40.39309518,-80.52789166
6725,320 MAIN STREET,JOHNSTOWN,PA,15901,CAMBRIA,40.32638708,-78.92129736
6726,50 KIRKBRIDE DR,DANVILLE,PA,17821,MONTOUR,40.948909,-76.595505
6727,100 EAGLEVILLE ROAD,EAGLEVILLE,PA,19408,MONTGOMERY,40.15571194,-75.4125307
6728,250 SOUTH 21ST STREET,EASTON,PA,18042,NORTHAMPTON,40.68710826,-75.24259926
6729,2005 VALLEY VIEW BOULEVARD,ALTOONA,PA,16602,BLAIR,40.496464,-78.391534
6730,143 EAST 2ND STREET,ERIE,PA,16507,ERIE,42.133962,-80.084419
6731,550 WEST COLLEGE AVENUE,PLEASANT GAP,PA,16823,CENTRE,40.860283,-77.755767
6732,1623 MORGANTOWN ROAD,READING,PA,19607,BERKS,40.288546999999994,-75.924715
6733,303 CAMP MEETING ROAD,SEWICKLEY,PA,15143,ALLEGHENY,40.576858,-80.20279000000001
