Random_Location,Min_Distance_From_Acute_Hospital,Is_Medical_Desert,latitude,longitude
"(27.522901450241722, -106.10143994956502)",290.349503,Yes,27.522901450241722,-106.10143994956502
"(32.214202287102125, -101.84957807146026)",21.001366,No,32.214202287102125,-101.84957807146026
"(37.42736843658997, -125.96231808251089)",181.25146,Yes,37.42736843658997,-125.96231808251089
"(43.75787507142022, -119.88193251905889)",59.983605,No,43.75787507142022,-119.88193251905889
"(32.774055957903, -80.59784344784563)",11.075547,No,32.774055957903,-80.59784344784563
"(34.50700543917094, -84.28109644288077)",8.24037,No,34.50700543917094,-84.28109644288077
"(27.432498583026018, -123.12528576588406)",497.374192,Yes,27.432498583026018,-123.12528576588406
"(36.260038090737226, -118.90733340248192)",14.811131,No,36.260038090737226,-118.90733340248192
"(43.26606010992991, -97.50598063399399)",27.563572,No,43.26606010992991,-97.50598063399399
"(41.27805907340663, -94.67799283660497)",50.819241,No,41.27805907340663,-94.67799283660497
"(35.82290925430267, -71.80788379301775)",213.900034,Yes,35.82290925430267,-71.80788379301775
"(39.33755461301655, -127.10060363335622)",176.757893,Yes,39.33755461301655,-127.10060363335622
"(26.95500529009955, -79.29944363732957)",49.072502,No,26.95500529009955,-79.29944363732957
"(31.963083041974738, -109.97721729652963)",19.437034,No,31.963083041974738,-109.97721729652963
"(40.59526146967638, -127.96575882472715)",201.231335,Yes,40.59526146967638,-127.96575882472715
"(42.17936872421068, -89.41899415973371)",13.824763,No,42.17936872421068,-89.41899415973371
"(39.09941072572823, -124.89125848390356)",62.792546,Yes,39.09941072572823,-124.89125848390356
"(33.15432986656953, -85.51620070929167)",9.932515,No,33.15432986656953,-85.51620070929167
"(34.881652256543745, -103.74858001571278)",19.013173,No,34.881652256543745,-103.74858001571278
"(32.50893219988701, -82.79235382860499)",9.365184,No,32.50893219988701,-82.79235382860499
"(32.0527951629051, -129.92222049160964)",553.869572,Yes,32.0527951629051,-129.92222049160964
"(40.75027575928609, -102.6079001234825)",32.150087,No,40.75027575928609,-102.6079001234825
"(40.93680322278189, -90.17971670854044)",9.82195,No,40.93680322278189,-90.17971670854044
"(35.03377214199872, -73.8822155724114)",116.088247,Yes,35.03377214199872,-73.8822155724114
"(44.76562842277363, -71.00647441806058)",20.593642,No,44.76562842277363,-71.00647441806058
"(32.464433969985876, -115.52489531744394)",21.924697,No,32.464433969985876,-115.52489531744394
"(44.188633765931954, -71.26582331373497)",10.854033,No,44.188633765931954,-71.26582331373497
"(45.175105124836406, -76.32934513861923)",52.63055,No,45.175105124836406,-76.32934513861923
"(42.617118127279575, -110.6904226099935)",37.453738,No,42.617118127279575,-110.6904226099935
"(28.914191506501453, -83.31684187683402)",42.025642,No,28.914191506501453,-83.31684187683402
"(32.95884919309877, -72.3829901724391)",276.250524,Yes,32.95884919309877,-72.3829901724391
"(34.30270724296067, -97.63347067020173)",24.652835,No,34.30270724296067,-97.63347067020173
"(43.352592936210094, -81.50629980124282)",53.046102,No,43.352592936210094,-81.50629980124282
"(43.298668156684705, -85.53465877341992)",15.892096,No,43.298668156684705,-85.53465877341992
"(28.415616517632944, -105.91022287069063)",229.822598,Yes,28.415616517632944,-105.91022287069063
"(31.552742236703597, -111.36979458490929)",27.480447,No,31.552742236703597,-111.36979458490929
"(40.439621040749614, -103.34722828775719)",13.663117,No,40.439621040749614,-103.34722828775719
"(39.36558618777723, -99.01522799416384)",17.130905,No,39.36558618777723,-99.01522799416384
"(38.60751302331555, -78.76584468654413)",14.803007,No,38.60751302331555,-78.76584468654413
"(37.355191794834866, -118.52184733430309)",6.381626,No,37.355191794834866,-118.52184733430309
"(33.91059028508802, -119.38109903497903)",24.723237,No,33.91059028508802,-119.38109903497903
"(33.525310378398174, -129.51073380992662)",479.174256,Yes,33.525310378398174,-129.51073380992662
"(28.08763848406048, -100.08183673517564)",32.566556,No,28.08763848406048,-100.08183673517564
"(29.60044686326775, -87.10753693232101)",52.43558,No,29.60044686326775,-87.10753693232101
"(28.346286967903346, -122.16310544888798)",412.466486,Yes,28.346286967903346,-122.16310544888798
"(35.54192835401675, -90.51155107318644)",20.335491,No,35.54192835401675,-90.51155107318644
"(42.34197031756447, -71.06620276680202)",0.410354,No,42.34197031756447,-71.06620276680202
"(31.87079476404022, -89.89225549982442)",6.779901,No,31.87079476404022,-89.89225549982442
"(36.09449389769631, -121.9619455880134)",33.511053,No,36.09449389769631,-121.9619455880134
"(35.26041311051356, -109.81246464042152)",63.451622,Yes,35.26041311051356,-109.81246464042152
"(28.979011089804363, -118.67477409162483)",268.156229,Yes,28.979011089804363,-118.67477409162483
"(31.49561017267713, -127.75242622196485)",476.038957,Yes,31.49561017267713,-127.75242622196485
"(28.851919618934446, -128.60221265923457)",623.897535,Yes,28.851919618934446,-128.60221265923457
"(26.5537443328993, -86.4491290501098)",233.124331,Yes,26.5537443328993,-86.4491290501098
"(43.99373600217761, -92.5260362264202)",2.844081,No,43.99373600217761,-92.5260362264202
"(35.04386736627883, -83.68816564051818)",15.910931,No,35.04386736627883,-83.68816564051818
"(27.36039746672363, -94.86041213160243)",120.484164,Yes,27.36039746672363,-94.86041213160243
"(29.940569087621405, -93.90471089318554)",2.45013,No,29.940569087621405,-93.90471089318554
"(33.88845945741906, -84.9109714538773)",7.530898,No,33.88845945741906,-84.9109714538773
"(42.105526391677, -116.5895958459073)",98.008435,Yes,42.105526391677,-116.5895958459073
"(40.00561081158347, -101.2825256886439)",32.047536,No,40.00561081158347,-101.2825256886439
"(35.209190387547636, -97.11911078045964)",14.756309,No,35.209190387547636,-97.11911078045964
"(29.26301660289468, -98.84521483595476)",16.585595,No,29.26301660289468,-98.84521483595476
"(31.654285818411168, -82.72357861829788)",12.898163,No,31.654285818411168,-82.72357861829788
"(33.45486580565424, -103.07718743585895)",37.19354,No,33.45486580565424,-103.07718743585895
"(42.02996076467493, -93.15382599326611)",12.771351,No,42.02996076467493,-93.15382599326611
"(30.19144058125947, -103.32755999826018)",55.941556,No,30.19144058125947,-103.32755999826018
"(43.001970143386075, -112.21929517333419)",13.513728,No,43.001970143386075,-112.21929517333419
"(28.49335081359689, -80.09256759120518)",33.56813,No,28.49335081359689,-80.09256759120518
"(32.76565995890846, -108.76406720984303)",29.36943,No,32.76565995890846,-108.76406720984303
"(31.613283602142893, -80.99283650097733)",27.34967,No,31.613283602142893,-80.99283650097733
"(39.07488005599436, -112.32763712305413)",24.065238,No,39.07488005599436,-112.32763712305413
"(41.15226303300779, -107.74238220137751)",68.011622,Yes,41.15226303300779,-107.74238220137751
"(43.42847790881231, -107.27314309079458)",63.100792,Yes,43.42847790881231,-107.27314309079458
"(32.34176872431123, -106.80285161561268)",4.501632,No,32.34176872431123,-106.80285161561268
"(38.13442067522351, -94.83993027962903)",23.707495,No,38.13442067522351,-94.83993027962903
"(30.3485261243544, -73.23241641650262)",365.000588,Yes,30.3485261243544,-73.23241641650262
"(42.48053782305674, -81.00485953648175)",42.791295,No,42.48053782305674,-81.00485953648175
"(41.175654299787126, -110.00802899165885)",49.093133,No,41.175654299787126,-110.00802899165885
"(31.46986798085397, -113.91154154101099)",93.74008,Yes,31.46986798085397,-113.91154154101099
"(46.06491319765051, -96.88580622812536)",41.648872,No,46.06491319765051,-96.88580622812536
"(46.67625577352527, -120.60192510922847)",6.251276,No,46.67625577352527,-120.60192510922847
"(43.72392249031982, -72.15731714405527)",6.680396,No,43.72392249031982,-72.15731714405527
"(34.74527822670068, -76.60507389581744)",8.63461,No,34.74527822670068,-76.60507389581744
"(29.2167628352087, -121.74628133037783)",348.522334,Yes,29.2167628352087,-121.74628133037783
"(31.996088192202752, -107.49880685180253)",24.086003,No,31.996088192202752,-107.49880685180253
"(45.30926610125762, -109.53785287914086)",59.660903,No,45.30926610125762,-109.53785287914086
"(38.91674723215811, -97.00641778251342)",10.727015,No,38.91674723215811,-97.00641778251342
"(41.321814890525204, -93.26467414127933)",20.389657,No,41.321814890525204,-93.26467414127933
"(29.347682032131644, -109.70367097709803)",137.476807,Yes,29.347682032131644,-109.70367097709803
"(45.68694653689646, -91.59226949774367)",14.859577,No,45.68694653689646,-91.59226949774367
"(42.35999006587176, -112.04625169766467)",15.749092,No,42.35999006587176,-112.04625169766467
"(33.51603968586373, -103.83870338619136)",40.005779,No,33.51603968586373,-103.83870338619136
"(29.74687257415985, -108.9779350697508)",115.086312,Yes,29.74687257415985,-108.9779350697508
"(30.914603900699397, -104.46406444095311)",65.5112,Yes,30.914603900699397,-104.46406444095311
"(29.213234421296296, -124.59659877851558)",446.424231,Yes,29.213234421296296,-124.59659877851558
"(29.521771836358806, -77.06469534974137)",229.914237,Yes,29.521771836358806,-77.06469534974137
"(30.51068243180769, -81.53572174149421)",6.11091,No,30.51068243180769,-81.53572174149421
"(38.54981740204494, -71.42362279373243)",168.970887,Yes,38.54981740204494,-71.42362279373243
"(30.034393401970203, -104.12551651051461)",95.494694,Yes,30.034393401970203,-104.12551651051461
"(44.93854933026638, -100.48455430647596)",37.411287,No,44.93854933026638,-100.48455430647596
"(29.63969189496242, -102.00751419303211)",69.597663,Yes,29.63969189496242,-102.00751419303211
"(41.77683628036006, -114.28804001581337)",57.155253,No,41.77683628036006,-114.28804001581337
"(34.523325575965885, -98.64191355785869)",11.279501,No,34.523325575965885,-98.64191355785869
"(27.896469548009268, -84.27753290965997)",88.869233,Yes,27.896469548009268,-84.27753290965997
"(46.72730757175848, -104.9113341421262)",162.154517,Yes,46.72730757175848,-104.9113341421262
"(30.565118438819162, -77.84334381714449)",195.292009,Yes,30.565118438819162,-77.84334381714449
"(42.49783723706526, -100.45855798310706)",96.323739,Yes,42.49783723706526,-100.45855798310706
"(31.798892995458882, -71.44451240384953)",367.645451,Yes,31.798892995458882,-71.44451240384953
"(41.55404262976543, -83.62780154529)",2.865815,No,41.55404262976543,-83.62780154529
"(32.37856490370233, -74.96509744537936)",191.945378,Yes,32.37856490370233,-74.96509744537936
"(39.16652988343452, -85.13816204623909)",14.201304,No,39.16652988343452,-85.13816204623909
"(32.84309102459617, -77.71187655700027)",76.994252,Yes,32.84309102459617,-77.71187655700027
"(38.660593815936785, -94.13992657952312)",19.740937,No,38.660593815936785,-94.13992657952312
"(39.01863188207508, -106.37594125798189)",41.218227,No,39.01863188207508,-106.37594125798189
"(42.26865533332132, -121.3332261315295)",23.196967,No,42.26865533332132,-121.3332261315295
"(35.509938608168284, -88.80407703149562)",8.879681,No,35.509938608168284,-88.80407703149562
"(27.43170847954867, -93.5487058428591)",149.496994,Yes,27.43170847954867,-93.5487058428591
"(42.85737049216338, -121.76524918518528)",41.71765,No,42.85737049216338,-121.76524918518528
"(37.59035205101975, -100.80152613085221)",14.66421,No,37.59035205101975,-100.80152613085221
"(38.55221566273205, -83.42197268775084)",19.993088,No,38.55221566273205,-83.42197268775084
"(34.283269638506724, -126.96189447392163)",325.815162,Yes,34.283269638506724,-126.96189447392163
"(42.252634844346844, -105.67826217686354)",49.291199,No,42.252634844346844,-105.67826217686354
"(42.96375794906169, -119.70068128005818)",101.760509,Yes,42.96375794906169,-119.70068128005818
"(29.344899040346668, -90.01827959509114)",19.285514,No,29.344899040346668,-90.01827959509114
"(33.69830544131029, -84.55296228908892)",7.368755,No,33.69830544131029,-84.55296228908892
"(26.99346978474037, -78.47396122278342)",99.168491,Yes,26.99346978474037,-78.47396122278342
"(44.95495740540912, -92.7594320128673)",2.089935,No,44.95495740540912,-92.7594320128673
"(40.050642106059335, -94.58365061646153)",21.603945,No,40.050642106059335,-94.58365061646153
"(30.31655281951119, -93.12557764628262)",8.845127,No,30.31655281951119,-93.12557764628262
"(29.924365845982617, -74.05119056222178)",361.299877,Yes,29.924365845982617,-74.05119056222178
"(33.418194619097655, -129.1768862429488)",465.902718,Yes,33.418194619097655,-129.1768862429488
"(32.129516896130106, -81.76022280741519)",8.513784,No,32.129516896130106,-81.76022280741519
"(43.583329087246, -123.60499878248785)",26.466614,No,43.583329087246,-123.60499878248785
"(34.790951020707425, -83.45786097094033)",15.017369,No,34.790951020707425,-83.45786097094033
"(33.93225082061829, -114.61796241458849)",22.051984,No,33.93225082061829,-114.61796241458849
"(37.060422116684414, -76.93519345849668)",19.733609,No,37.060422116684414,-76.93519345849668
"(32.731132539881216, -73.48377333994587)",233.203108,Yes,32.731132539881216,-73.48377333994587
"(37.04955272939908, -101.47730305422623)",23.894288,No,37.04955272939908,-101.47730305422623
"(44.22594208247756, -129.34758662750392)",262.218525,Yes,44.22594208247756,-129.34758662750392
"(37.4578739872141, -123.66325486887601)",63.696995,Yes,37.4578739872141,-123.66325486887601
"(38.10650519067685, -122.85603408614607)",15.922604,No,38.10650519067685,-122.85603408614607
"(29.852569768953053, -115.75253431656132)",202.006495,Yes,29.852569768953053,-115.75253431656132
"(46.672288873810984, -76.74785304100322)",149.212481,Yes,46.672288873810984,-76.74785304100322
"(29.77809125025308, -123.6652312565599)",384.490872,Yes,29.77809125025308,-123.6652312565599
"(34.16349665537395, -88.58830156719765)",9.116212,No,34.16349665537395,-88.58830156719765
"(41.97639781960167, -121.75849277250869)",19.151129,No,41.97639781960167,-121.75849277250869
"(43.9727910420784, -72.0261165938985)",11.223472,No,43.9727910420784,-72.0261165938985
"(35.99951148722015, -126.60660936451912)",250.589281,Yes,35.99951148722015,-126.60660936451912
"(37.83141930559435, -109.05337823217792)",76.339062,Yes,37.83141930559435,-109.05337823217792
"(27.431292104581992, -90.20333802181696)",139.646696,Yes,27.431292104581992,-90.20333802181696
"(42.22008508716549, -113.43494326101097)",28.05555,No,42.22008508716549,-113.43494326101097
"(46.91787117364043, -128.98254463934393)",242.918234,Yes,46.91787117364043,-128.98254463934393
"(26.85587171546389, -89.23313732724736)",190.812455,Yes,26.85587171546389,-89.23313732724736
"(30.165784790938158, -109.93665367829637)",83.898626,Yes,30.165784790938158,-109.93665367829637
"(33.37815212842386, -119.75969193009837)",67.416809,Yes,33.37815212842386,-119.75969193009837
"(27.333634410288855, -91.46587403659831)",161.099013,Yes,27.333634410288855,-91.46587403659831
"(44.83714119384106, -80.3034779025013)",132.337881,Yes,44.83714119384106,-80.3034779025013
"(43.50278218222425, -105.85821478867078)",49.33178,No,43.50278218222425,-105.85821478867078
"(40.81461855743416, -113.99448577548222)",90.767582,Yes,40.81461855743416,-113.99448577548222
"(34.00954316751202, -73.5369189569771)",177.880327,Yes,34.00954316751202,-73.5369189569771
"(28.29869000448997, -95.13094949054441)",53.990699,No,28.29869000448997,-95.13094949054441
"(43.97493347661256, -128.7885837915689)",231.852754,Yes,43.97493347661256,-128.7885837915689
"(30.254318776775044, -81.66532317547718)",3.210938,No,30.254318776775044,-81.66532317547718
"(37.25341252838722, -118.66479861243104)",16.093441,No,37.25341252838722,-118.66479861243104
"(30.0521064810966, -113.88086963720434)",186.643894,Yes,30.0521064810966,-113.88086963720434
"(40.27543202257958, -129.51344423210406)",284.265351,Yes,40.27543202257958,-129.51344423210406
"(29.555581232531186, -96.80015772652828)",9.595731,No,29.555581232531186,-96.80015772652828
"(33.77497948159022, -71.79581373560451)",263.45962,Yes,33.77497948159022,-71.79581373560451
"(36.010304887816055, -121.7257364208247)",35.804997,No,36.010304887816055,-121.7257364208247
"(37.35616208805042, -111.3307529453457)",31.116457,No,37.35616208805042,-111.3307529453457
"(37.61543685329908, -70.00642611794535)",252.526986,Yes,37.61543685329908,-70.00642611794535
"(39.675739232420355, -115.85422505154436)",79.456904,Yes,39.675739232420355,-115.85422505154436
"(26.944893700829084, -99.98863421670961)",51.237871,No,26.944893700829084,-99.98863421670961
"(27.672659533559216, -125.15590116505908)",555.141729,Yes,27.672659533559216,-125.15590116505908
"(29.99137890629656, -87.92303843268196)",33.150395,No,29.99137890629656,-87.92303843268196
"(31.442047824363733, -76.38773610898872)",196.078129,Yes,31.442047824363733,-76.38773610898872
"(31.831039415241367, -107.38449513814103)",37.158638,No,31.831039415241367,-107.38449513814103
"(46.5081827923008, -88.06705683712349)",18.231535,No,46.5081827923008,-88.06705683712349
"(28.599185757386767, -104.58674491995302)",189.067289,Yes,28.599185757386767,-104.58674491995302
"(41.117538335389256, -118.55847092212542)",44.586036,No,41.117538335389256,-118.55847092212542
"(33.98219946276364, -91.11297524097158)",22.405139,No,33.98219946276364,-91.11297524097158
"(27.387982805138552, -74.65128502060499)",335.991666,Yes,27.387982805138552,-74.65128502060499
"(44.57143255589591, -79.24786305076456)",92.57132,Yes,44.57143255589591,-79.24786305076456
"(36.10819741379645, -71.69952657525612)",219.738453,Yes,36.10819741379645,-71.69952657525612
"(45.55172433478867, -90.25091464011942)",27.722831,No,45.55172433478867,-90.25091464011942
"(43.681301440897826, -72.65163233898826)",16.266402,No,43.681301440897826,-72.65163233898826
"(32.183353176699725, -78.15841011256497)",105.322719,Yes,32.183353176699725,-78.15841011256497
"(41.4410691326207, -77.44415051989485)",17.085043,No,41.4410691326207,-77.44415051989485
"(27.939318063097218, -94.34192371146479)",98.107843,Yes,27.939318063097218,-94.34192371146479
"(27.783976698492697, -124.43897086338649)",528.008799,Yes,27.783976698492697,-124.43897086338649
"(28.08077844924165, -124.26356936526004)",505.115559,Yes,28.08077844924165,-124.26356936526004
"(42.5904634599722, -84.84064766418604)",11.378965,No,42.5904634599722,-84.84064766418604
"(27.872012529852455, -103.85695504919934)",207.729211,Yes,27.872012529852455,-103.85695504919934
"(37.17164529853327, -99.38561858468057)",39.268399,No,37.17164529853327,-99.38561858468057
"(31.576074167691807, -99.38380661163475)",24.025097,No,31.576074167691807,-99.38380661163475
"(37.04061116581763, -120.13369288809281)",8.295292,No,37.04061116581763,-120.13369288809281
"(28.677350781517507, -107.78940738292007)",211.892049,Yes,28.677350781517507,-107.78940738292007
"(28.612002612529853, -86.99797963998054)",120.807665,Yes,28.612002612529853,-86.99797963998054
"(34.33922809460807, -110.72411386235837)",34.949046,No,34.33922809460807,-110.72411386235837
"(42.956347907172, -86.98862772663381)",39.042434,No,42.956347907172,-86.98862772663381
"(27.689583165928532, -90.34681202348345)",121.726147,Yes,27.689583165928532,-90.34681202348345
"(42.85525194020837, -112.13252901498927)",14.692202,No,42.85525194020837,-112.13252901498927
"(26.63286463861074, -74.64447110507665)",334.4741,Yes,26.63286463861074,-74.64447110507665
"(37.33252992919557, -126.91330311575733)",222.479523,Yes,37.33252992919557,-126.91330311575733
"(28.14817814495853, -125.90965317137426)",551.514402,Yes,28.14817814495853,-125.90965317137426
"(42.90941761711488, -87.7071483800876)",7.53906,No,42.90941761711488,-87.7071483800876
"(44.066582820753716, -122.2740195873567)",36.339623,No,44.066582820753716,-122.2740195873567
"(36.31989245676235, -70.9598506649336)",261.813577,Yes,36.31989245676235,-70.9598506649336
"(35.93770292291706, -76.40429007008683)",14.749377,No,35.93770292291706,-76.40429007008683
"(46.551873319395895, -123.99183273693774)",26.462528,No,46.551873319395895,-123.99183273693774
"(41.32481290044616, -104.41320795732017)",24.525597,No,41.32481290044616,-104.41320795732017
"(31.041675846771692, -106.42711036430266)",48.334857,No,31.041675846771692,-106.42711036430266
"(29.59928309400499, -123.59008886801243)",393.272044,Yes,29.59928309400499,-123.59008886801243
"(41.48769224912386, -124.5227324876785)",26.060873,No,41.48769224912386,-124.5227324876785
"(39.675180156294225, -83.85455387125168)",4.263757,No,39.675180156294225,-83.85455387125168
"(39.33560693540238, -91.82434622023489)",11.622765,No,39.33560693540238,-91.82434622023489
"(34.28893142437755, -126.20223319113641)",288.894303,Yes,34.28893142437755,-126.20223319113641
"(37.700732622939725, -106.55829170675287)",40.286507,No,37.700732622939725,-106.55829170675287
"(35.24640994074004, -82.4849098109574)",5.193588,No,35.24640994074004,-82.4849098109574
"(29.18501211069312, -72.7909375580501)",447.099417,Yes,29.18501211069312,-72.7909375580501
"(38.61769477464374, -97.37185720165579)",19.674374,No,38.61769477464374,-97.37185720165579
"(43.91537664994877, -96.46855501884274)",29.048229,No,43.91537664994877,-96.46855501884274
"(33.56717300730773, -76.65679100385523)",80.085447,Yes,33.56717300730773,-76.65679100385523
"(44.05544312394455, -117.57286403307569)",29.714681,No,44.05544312394455,-117.57286403307569
"(31.234836788800077, -121.05059683911401)",215.319207,Yes,31.234836788800077,-121.05059683911401
"(40.18786635088979, -96.94097489511573)",26.111926,No,40.18786635088979,-96.94097489511573
"(32.232001506975145, -107.23281964230081)",29.379919,No,32.232001506975145,-107.23281964230081
"(32.3708408442884, -117.84385976048792)",45.277454,No,32.3708408442884,-117.84385976048792
"(39.9878573273275, -89.62132283968006)",12.449744,No,39.9878573273275,-89.62132283968006
"(29.20915566528331, -75.35796413275644)",324.654183,Yes,29.20915566528331,-75.35796413275644
"(33.096720342516704, -83.87879869761822)",15.381077,No,33.096720342516704,-83.87879869761822
"(39.69230553997545, -99.4081378286928)",6.668509,No,39.69230553997545,-99.4081378286928
"(32.073018084016326, -105.21236492939788)",61.409403,Yes,32.073018084016326,-105.21236492939788
"(42.6101910854842, -103.09746508886163)",57.792063,No,42.6101910854842,-103.09746508886163
"(37.846656610138105, -121.8826094450352)",6.397298,No,37.846656610138105,-121.8826094450352
"(29.847829176050166, -105.5466786596408)",137.505947,Yes,29.847829176050166,-105.5466786596408
"(27.792247950169816, -104.28259452497)",230.49584,Yes,27.792247950169816,-104.28259452497
"(38.77152215648208, -118.78868477217127)",25.142171,No,38.77152215648208,-118.78868477217127
"(41.594467201432074, -125.70251520532071)",79.009964,Yes,41.594467201432074,-125.70251520532071
"(27.663976155631573, -109.050312641484)",255.019237,Yes,27.663976155631573,-109.050312641484
"(46.74206399215856, -89.12538301811678)",11.946538,No,46.74206399215856,-89.12538301811678
"(38.08637875968779, -87.40142350635693)",8.050701,No,38.08637875968779,-87.40142350635693
"(28.07953668039945, -89.18601846640851)",116.876229,Yes,28.07953668039945,-89.18601846640851
"(28.71641685964438, -90.35559119139648)",51.067351,No,28.71641685964438,-90.35559119139648
"(43.30111038990351, -102.96988237358663)",53.002213,No,43.30111038990351,-102.96988237358663
"(37.86972741014475, -113.87288776931646)",39.022076,No,37.86972741014475,-113.87288776931646
"(31.010529783949767, -71.98317066027172)",377.492254,Yes,31.010529783949767,-71.98317066027172
"(32.794115483737926, -114.44083935194729)",13.684653,No,32.794115483737926,-114.44083935194729
"(36.12325237537822, -104.59968954464205)",48.617489,No,36.12325237537822,-104.59968954464205
"(29.858262110310037, -71.2247374529991)",465.95884,Yes,29.858262110310037,-71.2247374529991
"(33.44069537279962, -88.28071178884119)",10.303636,No,33.44069537279962,-88.28071178884119
"(32.400904668323065, -128.39757329099717)",468.732441,Yes,32.400904668323065,-128.39757329099717
"(46.58766119953603, -92.05484901919186)",7.925071,No,46.58766119953603,-92.05484901919186
"(42.71459545283365, -123.13788925948289)",22.780904,No,42.71459545283365,-123.13788925948289
"(26.984419932935403, -102.18920207691022)",159.444063,Yes,26.984419932935403,-102.18920207691022
"(28.144842589510453, -90.56685204542833)",91.677715,Yes,28.144842589510453,-90.56685204542833
"(34.024673762424285, -85.55703176944444)",10.861597,No,34.024673762424285,-85.55703176944444
"(40.58973525253739, -83.96154675242592)",12.009966,No,40.58973525253739,-83.96154675242592
"(45.200801539585825, -84.85342963594131)",13.166772,No,45.200801539585825,-84.85342963594131
"(45.22665719209846, -100.15816301735441)",51.138269,No,45.22665719209846,-100.15816301735441
"(34.30998233021005, -87.91916547631362)",13.329017,No,34.30998233021005,-87.91916547631362
"(37.57893368500875, -112.23726826394247)",19.983639,No,37.57893368500875,-112.23726826394247
"(41.885890296407545, -106.12666629683105)",49.392459,No,41.885890296407545,-106.12666629683105
"(29.682922053622057, -100.95593370802455)",21.550534,No,29.682922053622057,-100.95593370802455
"(46.95269501634189, -80.2477190613539)",197.376665,Yes,46.95269501634189,-80.2477190613539
"(43.90989188069779, -114.60984343623338)",68.360515,Yes,43.90989188069779,-114.60984343623338
"(41.44679382146776, -106.87270287672291)",67.940008,Yes,41.44679382146776,-106.87270287672291
"(30.843947551106346, -123.51595138729162)",316.917126,Yes,30.843947551106346,-123.51595138729162
"(28.507220423707608, -97.70378815094881)",7.076759,No,28.507220423707608,-97.70378815094881
"(45.856645166123855, -116.0407113001566)",6.407887,No,45.856645166123855,-116.0407113001566
"(40.647546149514454, -104.4304237031757)",21.745689,No,40.647546149514454,-104.4304237031757
"(33.112099612363764, -108.66285184759883)",31.881453,No,33.112099612363764,-108.66285184759883
"(33.59532079289905, -95.04476283527102)",23.949306,No,33.59532079289905,-95.04476283527102
"(44.47545608906323, -100.46345067518183)",9.975852,No,44.47545608906323,-100.46345067518183
"(39.00941852334733, -99.63543348134172)",12.741614,No,39.00941852334733,-99.63543348134172
"(37.408802545472, -98.58439160473277)",18.098361,No,37.408802545472,-98.58439160473277
"(35.32664861548873, -89.04182688473688)",4.729202,No,35.32664861548873,-89.04182688473688
"(37.388910864472976, -82.97833228063959)",15.717104,No,37.388910864472976,-82.97833228063959
"(31.859707876909567, -101.67409996551424)",26.700966,No,31.859707876909567,-101.67409996551424
"(36.8079109985997, -114.82394635971775)",39.256804,No,36.8079109985997,-114.82394635971775
"(32.28212621473405, -112.5407222280194)",63.627869,Yes,32.28212621473405,-112.5407222280194
"(35.59757989176003, -121.63011724739977)",50.364374,No,35.59757989176003,-121.63011724739977
"(39.479643417463826, -122.73948236998089)",27.358014,No,39.479643417463826,-122.73948236998089
"(32.36274958192785, -99.89228141458496)",8.728656,No,32.36274958192785,-99.89228141458496
"(34.47909746332211, -125.04491707987319)",228.245152,Yes,34.47909746332211,-125.04491707987319
"(43.12670884894163, -99.53516569880952)",86.894809,Yes,43.12670884894163,-99.53516569880952
"(44.403226112281956, -112.65563296417155)",59.382033,No,44.403226112281956,-112.65563296417155
"(34.30470925777362, -123.66534297615294)",183.609562,Yes,34.30470925777362,-123.66534297615294
"(44.05429977102313, -82.61287110755794)",27.169046,No,44.05429977102313,-82.61287110755794
"(28.056314821485465, -94.86139419217425)",76.056578,Yes,28.056314821485465,-94.86139419217425
"(45.40899477326333, -94.37874145950019)",15.31635,No,45.40899477326333,-94.37874145950019
"(26.59776489765308, -125.10028116429685)",616.461245,Yes,26.59776489765308,-125.10028116429685
"(41.47265368048395, -100.25486703544769)",36.126323,No,41.47265368048395,-100.25486703544769
"(45.1303797990807, -81.17660131171773)",111.20451,Yes,45.1303797990807,-81.17660131171773
"(44.72520554468839, -113.78074448236126)",78.741973,Yes,44.72520554468839,-113.78074448236126
"(30.05738163125286, -115.01999625594382)",182.29759,Yes,30.05738163125286,-115.01999625594382
"(29.979334042833912, -127.9487073500352)",543.776793,Yes,29.979334042833912,-127.9487073500352
"(46.22318512379779, -92.8086679244909)",8.078853,No,46.22318512379779,-92.8086679244909
"(34.87506071609101, -81.14266740384006)",7.631406,No,34.87506071609101,-81.14266740384006
"(41.81637800823014, -100.34970132828246)",52.668355,No,41.81637800823014,-100.34970132828246
"(42.28657104910194, -91.44497478890966)",13.739986,No,42.28657104910194,-91.44497478890966
"(28.05052341391548, -75.74942259952967)",277.972745,Yes,28.05052341391548,-75.74942259952967
"(38.04725484477696, -111.81039874319643)",36.960275,No,38.04725484477696,-111.81039874319643
"(37.097341751741354, -88.91536098577453)",15.154236,No,37.097341751741354,-88.91536098577453
"(40.45513803301104, -129.11828777186594)",262.445669,Yes,40.45513803301104,-129.11828777186594
"(35.29708793279878, -101.80580220351177)",9.326374,No,35.29708793279878,-101.80580220351177
"(42.46216263888961, -80.67149606477874)",37.138375,No,42.46216263888961,-80.67149606477874
"(38.15901304240457, -110.41229045436768)",100.316767,Yes,38.15901304240457,-110.41229045436768
"(45.954750782632274, -128.06391126138993)",199.935072,Yes,45.954750782632274,-128.06391126138993
"(28.86786729307671, -73.54610183262406)",422.44243,Yes,28.86786729307671,-73.54610183262406
