NAME,ADDRESS,CITY,STATE,ZIP,LATITUDE,LONGITUDE,GEOLOCATION
OAKBEND MEDICAL CENTER,1705 JACKSON STREET,RICHMOND,TX,77469,29.576328842000102,-95.77093702199991,"(29.576328842000102, -95.77093702199991)"
BAYLOR SCOTT AND WHITE HOSPITAL - ROUND ROCK,300 UNIVERSITY BOULEVARD,ROUND ROCK,TX,78665,30.563395843000002,-97.684782286,"(30.563395843000002, -97.684782286)"
BAYLOR SCOTT & WHITE MEDICAL CENTER - LAKE POINTE,6800 SCENIC DRIVE,ROWLETT,TX,75088,32.918019332,-96.508719073,"(32.918019332, -96.508719073)"
SOUTHWEST GENERAL HOSPITAL,7400 BARLITE BOULEVARD,SAN ANTONIO,TX,78224,29.3535371450001,-98.54470771699991,"(29.3535371450001, -98.54470771699991)"
FOUNDATION SURGICAL HOSPITAL OF SAN ANTONIO,9522 HUEBNER ROAD,SAN ANTONIO,TX,78240,29.5302401050001,-98.58975131700001,"(29.5302401050001, -98.58975131700001)"
METHODIST STONE OAK HOSPITAL,1139 EAST SONTERRA BOULEVARD,SAN ANTONIO,TX,78258,29.615862213000103,-98.474434773,"(29.615862213000103, -98.474434773)"
METHODIST TEXSAN HOSPITAL,6700 IH 10 WEST,SAN ANTONIO,TX,78201,29.489863989000103,-98.547572582,"(29.489863989000103, -98.547572582)"
BAPTIST HEALTH MADISONVILLE,900 HOSPITAL DRIVE,MADISONVILLE,KY,42431,37.340597841,-87.49334944600001,"(37.340597841, -87.49334944600001)"
ADVENTIST HEALTHCARE SHADY GROVE MEDICAL CENTER,9901 MEDICAL CENTER DRIVE,ROCKVILLE,MD,20850,39.097844136999996,-77.197904227,"(39.097844136999996, -77.197904227)"
WILSON N JONES REGIONAL MEDICAL CENTER,500 NORTH HIGHLAND AVENUE,SHERMAN,TX,75092,33.6370973860001,-96.623821654,"(33.6370973860001, -96.623821654)"
MEMORIAL HERMANN FIRST COLONY HOSPITAL,16000 SOUTHWEST FREEWAY,SUGAR LAND,TX,77479,29.598117061,-95.624348485,"(29.598117061, -95.624348485)"
MEMORIAL HERMANN THE WOODLANDS HOSPITAL,9250 PINECROFT DRIVE,THE WOODLANDS,TX,77380,30.1743354450001,-95.45434199600001,"(30.1743354450001, -95.45434199600001)"
HCA HOUSTON HEALTHCARE TOMBALL,605 HOLDERRIETH BOULEVARD,TOMBALL,TX,77375,30.087304078000003,-95.62369558200001,"(30.087304078000003, -95.62369558200001)"
EAST TEXAS MEDICAL CENTER TRINITY,317 PROSPECT DRIVE,TRINITY,TX,75862,30.9568636700001,-95.381049229,"(30.9568636700001, -95.381049229)"
UVALDE MEMORIAL HOSPITAL,1025 GARNER FIELD ROAD,UVALDE,TX,78801,29.2141196690001,-99.76783720700001,"(29.2141196690001, -99.76783720700001)"
ASCENSION PROVIDENCE HEALTH CENTER,6901 MEDICAL PARKWAY,WACO,TX,76702,31.5142506550001,-97.19949096799999,"(31.5142506550001, -97.19949096799999)"
HOUSTON PHYSICIANS' HOSPITAL,333 NORTH TEXAS AVENUE,WEBSTER,TX,77598,29.533849272000104,-95.12619307700001,"(29.533849272000104, -95.12619307700001)"
PARKVIEW HOSPITAL,901 SOUTH SWEETWATER STREET,WHEELER,TX,79096,35.4393396090001,-100.270359689,"(35.4393396090001, -100.270359689)"
NORTH RUNNELS HOSPITAL,7821 TEXAS 153,WINTERS,TX,79567,31.949221514,-99.95913544,"(31.949221514, -99.95913544)"
BAYLOR MEDICAL CENTER AT UPTOWN,2727 EAST LEMMON AVENUE,DALLAS,TX,75204,32.8042463780001,-96.7949549529999,"(32.8042463780001, -96.7949549529999)"
BAYLOR SCOTT & WHITE MEDICAL CENTER - MCKINNEY,5252 WEST UNIVERSITY DRIVE,MCKINNEY,TX,75071,33.2209716130001,-96.68260101999991,"(33.2209716130001, -96.68260101999991)"
HOUSTON METHODIST WEST HOSPITAL,18500 KATY FREEWAY,HOUSTON,TX,77094,29.787156622000104,-95.69782807799999,"(29.787156622000104, -95.69782807799999)"
CHRISTUS ST VINCENT REGIONAL MEDICAL CENTER,455 ST MICHAELS DRIVE,SANTA FE,NM,87505,35.659440986,-105.945780485,"(35.659440986, -105.945780485)"
HOUSTON METHODIST HOSPTIAL,6565 FANNIN STREET,HOUSTON,TX,77030,29.7105231410001,-95.39893888200001,"(29.7105231410001, -95.39893888200001)"
HOUSTON METHODIST WILLOWBROOK HOSPITAL,18220 TOMBALL PARKWAY,HOUSTON,TX,77070,29.9664687710001,-95.551144526,"(29.9664687710001, -95.551144526)"
DALLAS MEDICAL CENTER,7 MEDICAL PARKWAY,DALLAS,TX,75381,32.915260532,-96.8697958659999,"(32.915260532, -96.8697958659999)"
BAYLOR SCOTT & WHITE EMERGENCY HOSPITAL AT CEDAR PARK,900 EAST WHITESTONE BOULEVARD,CEDAR PARK,TX,78613,30.523313901999998,-97.819846307,"(30.523313901999998, -97.819846307)"
BAYLOR SCOTT & WHITE MEDICAL CENTER - LAKEWAY,100 MEDICAL PARKWAY,AUSTIN,TX,78738,30.3329410310001,-97.971529905,"(30.3329410310001, -97.971529905)"
BAYLOR SCOTT & WHITE MEDICAL CENTER - HILLCREST,100 HILLCREST MEDICAL BLVD,WACO,TX,76712,31.489183064000002,-97.1575429929999,"(31.489183064000002, -97.1575429929999)"
TEXAS HEALTH HARRIS METHODIST HOSPITAL ALLIANCE,10864 TEXAS HEALTH TRAIL,FORT WORTH,TX,76244,32.930680607000106,-97.309912276,"(32.930680607000106, -97.309912276)"
ST DAVID'S GEORGETOWN HOSPITAL,2000 SCENIC DR,GEORGETOWN,TX,78626,30.6260947490001,-97.68871247700001,"(30.6260947490001, -97.68871247700001)"
ST LUKE'S BAPTIST HOSPITAL,7930 FLOYD CURL DR,SAN ANTONIO,TX,78229,29.5125494050001,-98.574910873,"(29.5125494050001, -98.574910873)"
HARRIS HEALTH SYSTEM LYNDON B JOHNSON GENERAL HOSP,5656 KELLEY ST,HOUSTON,TX,77026,29.811933276999998,-95.311881703,"(29.811933276999998, -95.311881703)"
EAST HOUSTON REGIONAL MED CTR,13111 EAST FWY,HOUSTON,TX,77015,29.772366973,-95.193346659,"(29.772366973, -95.193346659)"
BAPTIST EMERGENCY HOSPITAL - ZARZAMORA,7719 IH 35 SOUTH,SAN ANTONIO,TX,78224,29.3518245540001,-98.5330211689999,"(29.3518245540001, -98.5330211689999)"
MEMORIAL HERMANN PEARLAND HOSPITAL,16100 SOUTH FREEWAY,PEARLAND,TX,77584,29.563500446,-95.38867972,"(29.563500446, -95.38867972)"
BAYLOR SCOTT & WHITE MEDICAL CENTER - MARBLE FALLS,810 W HIGHWAY 71,MARBLE FALLS,TX,78654,30.5128112470001,-98.30453796099991,"(30.5128112470001, -98.30453796099991)"
EMINENT MEDICAL CENTER,1351 W PRESIDENT BUSH HWY,RICHARDSON,TX,75080,32.9991962760001,-96.75579418299999,"(32.9991962760001, -96.75579418299999)"
SCENIC MOUNTAIN MEDICAL CENTER,1601 WEST 11TH PLACE,BIG SPRING,TX,79720,32.236377845,-101.49167553,"(32.236377845, -101.49167553)"
LEGENT HOSPITAL FOR SPECIAL SURGERY,4100 MAPLESHADE LANE,PLANO,TX,75075,33.0014018520001,-96.77180155699992,"(33.0014018520001, -96.77180155699992)"
BAPTIST EMERGENCY HOSPITAL,16977 I-35 NORTH,SCHERTZ,TX,78154,29.5942753090001,-98.290084819,"(29.5942753090001, -98.290084819)"
RESOLUTE HEALTH,555 CREEKSIDE CROSSING,NEW BRAUNFELS,TX,78130,29.722005823000103,-98.06999717199992,"(29.722005823000103, -98.06999717199992)"
FIRST BAPTIST MEDICAL CENTER,8111 MEADOW ROAD,DALLAS,TX,75231,32.88843795,-96.7665543049999,"(32.88843795, -96.7665543049999)"
BAYLOR SCOTT & WHITE MEDICAL CENTER AT WAXAHACHIE,2400 N I-35 E,WAXAHACHIE,TX,75165,32.4275189150001,-96.85791007799999,"(32.4275189150001, -96.85791007799999)"
MEMORIAL HERMANN SURGICAL HOSPITAL FIRST COLONY,16906 SOUTH WEST FREEWAY,SUGAR LAND,TX,77479,29.589903162,-95.63643614700001,"(29.589903162, -95.63643614700001)"
BAY AREA REGIONAL MEDICAL CENTER,200 BLOSSOM STREET,WEBSTER,TX,77598,29.544771245,-95.12586398699992,"(29.544771245, -95.12586398699992)"
SOUTH TEXAS SURGICAL HOSPITAL,6130 PARKWAY DRIVE,CORPUS CHRISTI,TX,79731,27.6860413630001,-97.37554712299999,"(27.6860413630001, -97.37554712299999)"
FIRST TEXAS HOSPITAL,9922 LOUETTA RD,HOUSTON,TX,77070,30.000539102000104,-95.562744832,"(30.000539102000104, -95.562744832)"
HARRIS HEALTH SYSTEM QUENTIN MEASE HOSPITAL,3601 NORTH MACGREGOR WAY,HOUSTON,TX,77004,29.711039079000003,-95.359806416,"(29.711039079000003, -95.359806416)"
ST CHARLES - MADRAS,470 NE A STREET,MADRAS,OR,97741,44.637873733,-121.120725417,"(44.637873733, -121.120725417)"
FAITH COMMUNITY HOSPITAL,215 CHISHOLM TRAIL,JACKSBORO,TX,76458,33.230667686000096,-98.166938649,"(33.230667686000096, -98.166938649)"
THE CORPUS CHRISTI MEDICAL CENTER - NORTHWEST,13725 NORTHWEST BLVD,CORPUS CHRISTI,TX,78410,27.854917331,-97.635423165,"(27.854917331, -97.635423165)"
REAGAN MEMORIAL HOSPITAL,1300 N MAIN AVE,BIG LAKE,TX,76932,31.204012538,-101.461017552,"(31.204012538, -101.461017552)"
MEDICAL CITY OF ALLIANCE,3101 NORTH TARRANT PARKWAY,FORT WORTH,TX,76177,32.9002925200001,-97.31392871700001,"(32.9002925200001, -97.31392871700001)"
JOHNSTON MEMORIAL HOSPITAL,16000 JOHNSTON MEMORIAL DRIVE,ABINGDON,VA,24211,36.722913394,-81.912121461,"(36.722913394, -81.912121461)"
FRANCISCAN ST FRANCIS HEALTH - CARMEL,12188 B NORTH MERIDIAN STREET,CARMEL,IN,46032,39.968032054,-86.15870701899999,"(39.968032054, -86.15870701899999)"
ESKENAZI HEALTH,720 ESKENAZI AVENUE,INDIANAPOLIS,IN,46254,39.777882758000004,-86.183985886,"(39.777882758000004, -86.183985886)"
LAKE GRANBURY MEDICAL CENTER,1310 PALUXY ROAD,GREENVILLE,TX,76048,32.4324893140001,-97.803848504,"(32.4324893140001, -97.803848504)"
LAMB HEALTHCARE CENTER,1500 SOUTH SUNSET AVENUE,LITTLEFIELD,TX,79339,33.9117068690001,-102.344294913,"(33.9117068690001, -102.344294913)"
UNIVERSITY OF MINNESOTA MEDICAL CENTER-FAIRVIEW-EAST BANK-ER,500 HARVARD ST SE,MINNEAPOLIS,MN,55455,44.9723735160001,-93.231940521,"(44.9723735160001, -93.231940521)"
TEXAS HEALTH PRESBYTERIAN HOSPITAL ROCKWALL,3150 HORIZON ROAD,ROCKWALL,TX,75032,32.8842894950001,-96.466225505,"(32.8842894950001, -96.466225505)"
AURORA SINAI MEDICAL CENTER,945 N 12TH ST,MILWAUKEE,WI,53223,43.042490135,-87.927810903,"(43.042490135, -87.927810903)"
NIX HEALTH CARE SYSTEM,414 NAVARRO STREET,SAN ANTONIO,TX,78205,29.4256719860001,-98.4894159999999,"(29.4256719860001, -98.4894159999999)"
NORTH HAWAII COMMUNITY HOSPITAL,67-1125 MAMALAHOA HWY,KAMUELA,HI,96743,20.0223088970001,-155.664420885,"(20.0223088970001, -155.664420885)"
SHELBY BAPTIST MEDICAL CENTER,"1000 FIRST STREET, NORTH",ALABASTER,AL,35007,33.252364867,-86.8130430149999,"(33.252364867, -86.8130430149999)"
SOUTHEAST ALABAMA MEDICAL CENTER,1108 ROSS CLARK CIRCLE,DOTHAN,AL,36301,31.216303648000103,-85.36363112399991,"(31.216303648000103, -85.36363112399991)"
MEDICAL CENTER BARBOUR,820 WEST WASHINGTON STREET,EUFAULA,AL,36027,31.8886450800001,-85.156405419,"(31.8886450800001, -85.156405419)"
GROVE HILL MEMORIAL HOSPITAL,295 JACKSON HIGHWAY S,GROVE HILL,AL,36451,31.694302296,-87.77602462700001,"(31.694302296, -87.77602462700001)"
ATMORE COMMUNITY HOSPITAL,401 MEDICAL PARK DR.,ATMORE,AL,36502,31.017023865000102,-87.47879851299999,"(31.017023865000102, -87.47879851299999)"
NORTH MISSISSIPPI MEDICAL CENTER - HAMILTON,1256 MILITARY STREET SOUTH,HAMILTON,AL,35570,34.1259771800001,-87.99076877700001,"(34.1259771800001, -87.99076877700001)"
DECATUR MORGAN HOSPITAL - DECATUR CAMPUS,"1201 SEVENTH STREET, SOUTHEAST",DECATUR,AL,35601,34.5903440910001,-86.971481526,"(34.5903440910001, -86.971481526)"
GADSDEN REGIONAL MEDICAL CENTER,1007 GOODYEAR AVENUE,GADSDEN,AL,35903,34.0077362820001,-85.965982141,"(34.0077362820001, -85.965982141)"
CHI HEALTH MERCY HOSPITAL,800 MERCY DRIVE,COUNCIL BLUFFS,IA,51502,41.2687867320001,-95.838794319,"(41.2687867320001, -95.838794319)"
GROVE CREEK MEDICAL CENTER,350 NORTH MERIDIAN ST,BLACKFOOT,ID,83221,43.196302089,-112.354169572,"(43.196302089, -112.354169572)"
MOUNTAIN VIEW HOSPITAL,2325 CORONADO STREET,IDAHO FALLS,ID,83404,43.474366015,-111.98792070299999,"(43.474366015, -111.98792070299999)"
PORTNEUF MEDICAL CENTER,777 HOSPITAL WAY,POCATELLO,ID,83201,42.8738530050001,-112.42076203200001,"(42.8738530050001, -112.42076203200001)"
BLUE ISLAND HOSPITAL CO LLC DBA METROSOUTH MEDICAL CENTER,12935 S GREGORY,BLUE ISLAND,IL,60406,41.6581141940001,-87.677830286,"(41.6581141940001, -87.677830286)"
PRESENCE CHICAGO HOSPITALS NETWORK DBA PRESENCE SAINT MARY OF NAZARETH HOSPITAL CENTER,2233 WEST DIVISION STREET,CHICAGO,IL,60622,41.9025326080001,-87.68327658700001,"(41.9025326080001, -87.68327658700001)"
ADVOCATE TRINITY HOSPITAL,2320 E 93RD ST,CHICAGO,IL,60617,41.726504393,-87.56722618100001,"(41.726504393, -87.56722618100001)"
HI-DESERT MEDICAL CENTER,6601 WHITE FEATHER ROAD,JOSHUA TREE,CA,92252,34.131899548,-116.275139237,"(34.131899548, -116.275139237)"
HEALDSBURG DISTRICT HOSPITAL,1375 UNIVERSITY STREET,HEALDSBURG,CA,95448,38.627095508000004,-122.864401979,"(38.627095508000004, -122.864401979)"
PALMDALE REGIONAL MEDICAL CENTER,38600 MEDICAL CENTER DRIVE,PALMDALE,CA,93551,34.5828776330001,-118.144366873,"(34.5828776330001, -118.144366873)"
SAN DIMAS COMMUNITY HOSPITAL,1350 WEST COVINA BOULEVARD,SAN DIMAS,CA,91773,34.097509323000104,-117.834635766,"(34.097509323000104, -117.834635766)"
SAN GABRIEL VALLEY MEDICAL CENTER,438 W. LAS TUNAS DRIVE,SAN GABRIEL,CA,91776,34.100868785,-118.105918785,"(34.100868785, -118.105918785)"
MENIFEE VALLEY MEDICAL CENTER,28400 MCCALL BOULEVARD,SUN CITY,CA,92585,33.7195022650001,-117.168033041,"(33.7195022650001, -117.168033041)"
RIVERSIDE COUNTY REGIONAL MEDICAL CENTER - D/P APH,9990 COUNTY FARM ROAD,RIVERSIDE,CA,92503,33.9190012010001,-117.45985609899999,"(33.9190012010001, -117.45985609899999)"
FRESNO HEART AND SURGICAL HOSPITAL,15 E. AUDUBON DRIVE,FRESNO,CA,93720,36.8601259070001,-119.788571731,"(36.8601259070001, -119.788571731)"
SAN JOAQUIN VALLEY REHABILITATION HOSPITAL,7173 NO. SHARON AVENUE,FRESNO,CA,93720,36.839974514000104,-119.76055349299999,"(36.839974514000104, -119.76055349299999)"
JEROLD PHELPS COMMUNITY HOSPITAL,733 CEDAR STREET,GARBERVILLE,CA,95542,40.1016781590001,-123.792254629,"(40.1016781590001, -123.792254629)"
MAMMOTH HOSPITAL,85 SIERRA PARK ROAD,MAMMOTH LAKES,CA,93546,37.643950209,-118.96232892100001,"(37.643950209, -118.96232892100001)"
CHAPMAN MEDICAL CENTER,2601 EAST CHAPMAN AVENUE,ORANGE,CA,92669,33.788614943,-117.826413156,"(33.788614943, -117.826413156)"
FOUNTAIN VALLEY RGNL HOSP AND MED CTR - EUCLID,17100 EUCLID STREET,FOUNTAIN VALLEY,CA,92708,33.714934772,-117.93596951,"(33.714934772, -117.93596951)"
STANISLAUS SURGICAL HOSPITAL,1421 OAKDALE ROAD,MODESTO,CA,95355,37.664801074,-120.95849992299999,"(37.664801074, -120.95849992299999)"
PORTERVILLE DEVELOPMENTAL CENTER,26501 AVENUE 140,PORTERVILLE,CA,93258,36.039771218000105,-118.983418775,"(36.039771218000105, -118.983418775)"
EASTSIDE MEDICAL CENTER,1700 MEDICAL WAY,SNELLVILLE,GA,30078,33.877568549,-84.021073872,"(33.877568549, -84.021073872)"
COLQUITT REGIONAL MEDICAL CENTER,"3131 THOMASVILLE HWY, BOX 40",MOULTRIE,GA,31768,31.125630098000002,-83.7803788539999,"(31.125630098000002, -83.7803788539999)"
EVANS MEMORIAL HOSPITAL,200 NORTH RIVER STREET,CLAXTON,GA,30417,32.1658831440001,-81.899024445,"(32.1658831440001, -81.899024445)"
TULANE - LAKESIDE HOSPITAL,4700 S I 10 SERVICE RD W,METAIRIE,LA,70001,29.996756247000103,-90.18663376200001,"(29.996756247000103, -90.18663376200001)"
PIEDMONT ROCKDALE HOSPITAL,1412 MILSTEAD AVENUE NE,CONYERS,GA,30012,33.680723828000104,-84.001575245,"(33.680723828000104, -84.001575245)"
WARM SPRINGS MEDICAL CENTER,5995 SPRING STREET,WARM SPRINGS,GA,31830,32.889631898000104,-84.68374246399999,"(32.889631898000104, -84.68374246399999)"
JEFFERSON HOSPITAL,1067 PEACHTREE STREET,LOUISVILLE,GA,30434,33.009867494,-82.40554579100001,"(33.009867494, -82.40554579100001)"
JEFF DAVIS HOSPITAL,"163 SOUTH TALLAHSSEE, P O BOX 1690",HAZLEHURST,GA,31539,31.8572098610001,-82.607146961,"(31.8572098610001, -82.607146961)"
UNION GENERAL HOSPITAL,35 HOSPITAL CIRCLE,BLAIRSVILLE,GA,30512,34.8861000000001,-83.9623,"(34.8861000000001, -83.9623)"
INDIANA UNIVERSITY HEALTH TRANSPLANT,1701 N SENATE BLVD,INDIANAPOLIS,IN,46202,39.789801115,-86.163100641,"(39.789801115, -86.163100641)"
TULANE MEDICAL CENTER,1415 TULANE AVE,NEW ORLEANS,LA,70112,29.954800113,-90.0769039149999,"(29.954800113, -90.0769039149999)"
FRANKLIN FOUNDATION HOSPITAL,1097 NORTHWEST BLVD,FRANKLIN,LA,70538,29.800748013000003,-91.52382805399999,"(29.800748013000003, -91.52382805399999)"
PHYSICIANS MEDICAL CENTER,218 CORPORATE DR,HOUMA,LA,70360,29.599562298000002,-90.748370778,"(29.599562298000002, -90.748370778)"
ABROM KAPLAN MEMORIAL HOSPITAL,1310 W 7TH ST,KAPLAN,LA,70548,30.0080871660001,-92.297067684,"(30.0080871660001, -92.297067684)"
ST. JAMES PARISH HOSPITAL,1645 LUTCHER AVE,LUTCHER,LA,70071,30.051870889,-90.703984476,"(30.051870889, -90.703984476)"
VILLA FELICIANA MEDICAL COMPLEX,5002 HIGHWAY 10,JACKSON,LA,70748,30.8354991190001,-91.158526702,"(30.8354991190001, -91.158526702)"
EAST CARROLL PARISH HOSPITAL,336 N HOOD ST,LAKE PROVIDENCE,LA,71254,32.810569679000004,-91.17235443700001,"(32.810569679000004, -91.17235443700001)"
HARDTNER MEDICAL CENTER,1102 N PINE RD,OLLA,LA,71465,31.860658622000102,-92.27558967200001,"(31.860658622000102, -92.27558967200001)"
AVOYELLES HOSPITAL,4231 HIGHWAY 1192,MARKSVILLE,LA,71351,31.1435451950001,-92.06294601,"(31.1435451950001, -92.06294601)"
HOOD MEMORIAL HOSPITAL,301 WALNUT ST,AMITE,LA,70422,30.732545776000098,-90.513066314,"(30.732545776000098, -90.513066314)"
OCHSNER MEDICAL CENTER-BATON ROUGE,17000 MEDICAL CENTER DR,BATON ROUGE,LA,70816,30.442553947000103,-90.999652184,"(30.442553947000103, -90.999652184)"
COLORADO RIVER MEDICAL CENTER,1401 BAILEY AVENUE,NEEDLES,CA,92363,34.8330659210001,-114.61749396399999,"(34.8330659210001, -114.61749396399999)"
ALVARADO HOSPITAL MEDICAL CENTER,6655 ALVARADO ROAD,SAN DIEGO,CA,92120,32.7765863870001,-117.057064596,"(32.7765863870001, -117.057064596)"
KINDRED HOSPITAL - SAN DIEGO,1940 EL CAJON BOULEVARD,SAN DIEGO,CA,92104,32.756383661,-117.144645403,"(32.756383661, -117.144645403)"
PARADISE VALLEY HOSPITAL,2400 EAST FOURTH STREET,NATIONAL CITY,CA,92050,32.6853405530001,-117.082336705,"(32.6853405530001, -117.082336705)"
LAGUNA HONDA HOSPITAL AND REHABILITATION CENTER,375 LAGUNA HONDA BOULEVARD,SAN FRANCISCO,CA,94116,37.774364078000104,-122.42587335200001,"(37.774364078000104, -122.42587335200001)"
DESOTO REGIONAL HEALTH SYSTEM,207 JEFFERSON ST,MANSFIELD,LA,71052,32.035404129,-93.708147061,"(32.035404129, -93.708147061)"
UCSF MEDICAL CENTER,505 PARNASSUS AVENUE,SAN FRANCISCO,CA,94122,37.7630768510001,-122.45787717799999,"(37.7630768510001, -122.45787717799999)"
UCSF MEDICAL CENTER AT MOUNT ZION,1600 DIVISADERO STREET,SAN FRANCISCO,CA,94115,37.7849197100001,-122.439147211,"(37.7849197100001, -122.439147211)"
COAST PLAZA DOCTORS HOSPITAL,13100 SOUTH STUDEBAKER ROAD,NORWALK,CA,90650,33.912693115,-118.09882162,"(33.912693115, -118.09882162)"
COMMUNITY HOSPITAL OF HUNTINGTON PARK,2623 EAST SLAUSON AVENUE,HUNTINGTON PARK,CA,90255,33.989489571,-118.224189855,"(33.989489571, -118.224189855)"
LOS ANGELES COUNTY OLIVE VIEW-UCLA MEDICAL CENTER,14445 OLIVE VIEW DRIVE,SYLMAR,CA,91342,34.325871721999995,-118.44576410200001,"(34.325871721999995, -118.44576410200001)"
DOCS SURGICAL HOSPITAL,6000 SAN VICENTE BOULEVARD,LOS ANGELES,CA,90036,34.0573663500001,-118.36245857700001,"(34.0573663500001, -118.36245857700001)"
OLYMPIA MEDICAL CENTER,5900 WEST OLYMPIA BLVD,LOS ANGELES,CA,90036,34.0572922740001,-118.360527347,"(34.0572922740001, -118.360527347)"
"PACIFIC ALLIANCE MEDICAL CENTER, INC.",531 WEST COLLEGE STREET,LOS ANGELES,CA,90012,34.064880016000096,-118.23922776100001,"(34.064880016000096, -118.23922776100001)"
WEST HILLS HOSPITAL AND MEDICAL CENTER,7300 MEDICAL CENTER DRIVE,WEST HILLS,CA,91307,34.202859415,-118.62862367,"(34.202859415, -118.62862367)"
HAZEL HAWKINS MEMORIAL HOSPITAL,911 SUNSET DRIVE,HOLLISTER,CA,95023,36.8342012480001,-121.386193641,"(36.8342012480001, -121.386193641)"
CORONA REGIONAL MEDICAL CENTER-MAIN,800 SOUTH MAIN STREET,CORONA,CA,92882,33.873037698000104,-117.568320926,"(33.873037698000104, -117.568320926)"
PATIENTS' HOSPITAL OF REDDING,2900 EUREKA WAY,REDDING,CA,96001,40.5859216490001,-122.41683089600001,"(40.5859216490001, -122.41683089600001)"
KENTFIELD REHABILITATION HOSPITAL,1125 SIR FRANCIS DRAKE BLVD,KENTFIELD,CA,94914,37.958706218,-122.552495864,"(37.958706218, -122.552495864)"
SURPRISE VALLEY COMMUNITY HOSPITAL,741 N. MAIN STREET,CEDARVILLE,CA,96104,41.5314890670001,-120.171428084,"(41.5314890670001, -120.171428084)"
FRESNO SURGICAL HOSPITAL,6125 NORTH FRESNO STREET,FRESNO,CA,93710,36.8249140890001,-119.78216158,"(36.8249140890001, -119.78216158)"
TRINITY HOSPITAL,60 B EASTER AVENUE,WEAVERVILLE,CA,96093,40.738083507000105,-122.939656929,"(40.738083507000105, -122.939656929)"
GARDEN GROVE HOSPITAL AND MEDICAL CENTER,12601 GARDEN GROVE BLVD.,GARDEN GROVE,CA,92643,33.7749859690001,-117.913092884,"(33.7749859690001, -117.913092884)"
WEST ANAHEIM MEDICAL CENTER,3033 WEST ORANGE AVENUE,ANAHEIM,CA,92804,33.8253852140001,-117.99507363200001,"(33.8253852140001, -117.99507363200001)"
OAK VALLEY DISTRICT HOSPITAL (2-RH),350 SOUTH OAK STREET,OAKDALE,CA,95361,37.75761627200011,-120.860996573,"(37.75761627200011, -120.860996573)"
KAWEAH DELTA REHABILITATION HOSPITAL,840 SOUTH AKERS,VISALIA,CA,93277,36.3226068330001,-119.34793469,"(36.3226068330001, -119.34793469)"
WASHINGTON COUNTY HOSPITAL,958 U S HIGHWAY 64 EAST,PLYMOUTH,NC,27962,35.8627820830001,-76.729283681,"(35.8627820830001, -76.729283681)"
DOCTOR'S HOSPITAL AT DEER CREEK,815 S 10TH ST,LEESVILLE,LA,71446,31.135635347000104,-93.26882274799999,"(31.135635347000104, -93.26882274799999)"
DEQUINCY MEMORIAL HOSPITAL,110 W 4TH ST,DEQUINCY,LA,70633,30.452520835,-93.436424441,"(30.452520835, -93.436424441)"
ALVARADO HOSPITAL MEDICAL CENTER,6645 ALVARADO ROAD,SAN DIEGO,CA,92120,32.7768583530001,-117.057681266,"(32.7768583530001, -117.057681266)"
CALIFORNIA PACIFIC MED CTR-DAVIES CAMPUS,601 DUBOCE AVENUE,SAN FRANCISCO,CA,94117,37.768684281999995,-122.43453025299999,"(37.768684281999995, -122.43453025299999)"
CALIFORNIA PACIFIC MEDICAL CENTER - ST. LUKE'S CAMPUS,3555 CESAR CHAVEZ STREET,SAN FRANCISCO,CA,94110,37.747717858,-122.420767899,"(37.747717858, -122.420767899)"
"CALIFORNIA REHABILITATION INSTITUTE, LLC",2070 CENTURY PARK EAST,LOS ANGELES,CA,90067,34.059102925,-118.41186805,"(34.059102925, -118.41186805)"
DOCTORS MEDICAL CENTER-BEHAVIORAL HEALTH DEPARTMENT,1501 CLAUS ROAD,MODESTO,CA,95355,37.6658240080001,-120.92223192799999,"(37.6658240080001, -120.92223192799999)"
SOUTHERN CALIFORNIA HOSPITAL AT VAN NUYS D/P APH,14433 EMELITA STREET,VAN NUYS,CA,91401,34.176900695,-118.44749083399999,"(34.176900695, -118.44749083399999)"
MAYERS MEMORIAL HOSPITAL,43563 STATE HWY. 299 E,FALL RIVER MILLS,CA,96028,41.023889361,-121.424054412,"(41.023889361, -121.424054412)"
SANTA MONICA - UCLA MEDICAL CENTER & ORTHOPAEDIC HOSPITAL,1250 16TH STREET,SANTA MONICA,CA,90404,34.027708681,-118.486892397,"(34.027708681, -118.486892397)"
VENTURA COUNTY MEDICAL CENTER - SANTA PAULA HOSPITAL,825 NORTH 10TH STREET,SANTA PAULA,CA,93060,34.366446695,-119.064914805,"(34.366446695, -119.064914805)"
PIEDMONT COLUMDUS REGIONAL NORTHSIDE,100 FRIST COURT,COLUMBUS,GA,31909,32.5345247990001,-84.951212572,"(32.5345247990001, -84.951212572)"
"REGENCY HOSPITAL COMPANY OF MACON, LLC",535 COLISEUM DRIVE,MACON,GA,31217,32.847705239,-83.6152774729999,"(32.847705239, -83.6152774729999)"
CANDLER HOSPITAL,5353 REYNOLDS STREET,SAVANNAH,GA,31412,32.0281666670001,-81.1001092509999,"(32.0281666670001, -81.1001092509999)"
ADVENTHEALTH MURRAY,"707 OLD DALTON ELLIJAY ROAD, PO BOX 1406",CHATSWORTH,GA,30705,34.780041,-84.783175447,"(34.780041, -84.783175447)"
TANNER MEDICAL CENTER - CARROLLTON,705 DIXIE STREET,CARROLLTON,GA,30117,33.569477717,-85.07522619799991,"(33.569477717, -85.07522619799991)"
