FID,NAME,CITY,STATE,COUNTY,LATITUDE,LONGITUDE,TYPE
1389,LAWNWOOD PAVILION - PSYCHIATRIC HOSPITAL,FORT PIERCE,FL,ST. LUCIE,27.43380066,-80.34563788,PSYCHIATRIC
1390,DOCTOR'S HOSPITAL AT RENAISSANCE,EDINBURG,TX,HIDALGO,26.25271244,-98.20495353,GENERAL ACUTE CARE
1391,UNIVERSITY MEDICAL CENTER OF EL PASO,EL PASO,TX,EL PASO,31.77161109,-106.43535520000002,GENERAL ACUTE CARE
1392,THE HOSPITALS OF PROVIDENCE MEMORIAL CAMPUS,EL PASO,TX,EL PASO,31.77100376,-106.49987340000001,GENERAL ACUTE CARE
1393,THE HOSPITALS OF PROVIDENCE SIERRA CAMPUS,EL PASO,TX,EL PASO,31.77749243,-106.4808675,GENERAL ACUTE CARE
1394,ENNIS REGIONAL MEDICAL CENTER,ENNIS,TX,ELLIS,32.30672455,-96.64149104,GENERAL ACUTE CARE
1395,TEXAS HEALTH HARRIS METHODIST HOSPITAL FORT WORTH,FORT WORTH,TX,TARRANT,32.73675567,-97.33899698,GENERAL ACUTE CARE
1396,JOHN PETER SMITH HOSPITAL,FORT WORTH,TX,TARRANT,32.72708003,-97.32710128,GENERAL ACUTE CARE
1397,BAYLOR SCOTT & WHITE ALL SAINTS MEDICAL CENTER FORT WORTH,FORT WORTH,TX,TARRANT,32.66506801,-97.41721975,GENERAL ACUTE CARE
1398,TEXAS HEALTH HUGULEY HOSPITAL,FORT WORTH,TX,TARRANT,32.58662808,-97.31695511,GENERAL ACUTE CARE
1399,BAYLOR SCOTT & WHITE MEDICAL CENTER - GARLAND,GARLAND,TX,DALLAS,32.9190262,-96.66190093,GENERAL ACUTE CARE
1400,BAYLOR SCOTT & WHITE MEDICAL CENTER AT GRAPEVINE,GROESBECK,TX,TARRANT,32.93443023,-97.09438349999999,GENERAL ACUTE CARE
1401,HARLINGEN MEDICAL CENTER,HARLINGEN,TX,CAMERON,26.15745031,-97.67530286,GENERAL ACUTE CARE
1402,VALLEY BAPTIST MEDICAL CENTER - HARLINGEN,HARLINGEN,TX,CAMERON,26.17496484,-97.66995665,GENERAL ACUTE CARE
1403,HILL REGIONAL HOSPITAL,HILLSBORO,TX,HILL,32.01263139,-97.09925968,GENERAL ACUTE CARE
1404,TEXAS CHILDREN'S HOSPITAL,HOUSTON,TX,HARRIS,29.70777848,-95.40165263,GENERAL ACUTE CARE
1405,HARRIS HEALTH SYSTEM BEN TAUB GENERAL HOSPITAL,HOUSTON,TX,HARRIS,29.71098236,-95.3945517,GENERAL ACUTE CARE
1406,THE WOMAN'S HOSPITAL OF TEXAS,HOUSTON,TX,HARRIS,29.69295022,-95.40240423,GENERAL ACUTE CARE
1407,UNITED MEMORIAL MEDICAL CENTER,HOUSTON,TX,HARRIS,29.84781277,-95.40845777,GENERAL ACUTE CARE
1408,HUNTSVILLE MEMORIAL HOSPITAL,HUNTSVILLE,TX,WALKER,30.69854999,-95.55898696,GENERAL ACUTE CARE
1409,IRAAN GENERAL HOSPITAL,IRAAN,TX,PECOS,30.91483088,-101.9074443,GENERAL ACUTE CARE
1410,BAYLOR SCOTT & WHITE MEDICAL CENTER - IRVING,IRVING,TX,DALLAS,32.83458939,-96.96024940000001,GENERAL ACUTE CARE
1411,CHRISTUS SPOHN HOSPITAL KLEBERG,KINGSVILLE,TX,KLEBERG,27.49007281,-97.85065378,GENERAL ACUTE CARE
1412,ST. MARK'S MEDICAL CENTER,LA GRANGE,TX,FAYETTE,29.9357528,-96.87624706,GENERAL ACUTE CARE
1413,LAREDO MEDICAL CENTER,LAREDO,TX,WEBB,27.53285976,-99.47829169,GENERAL ACUTE CARE
1414,MEDICAL CITY OF LEWISVILLE,LEWISVILLE,TX,DENTON,33.04524604,-97.00476280000001,GENERAL ACUTE CARE
1415,LONGVIEW REGIONAL MEDICAL CENTER,LONGVIEW,TX,GREGG,32.53288504,-94.7305141,GENERAL ACUTE CARE
1416,COVENANT MEDICAL CENTER,LUBBOCK,TX,LUBBOCK,33.57693913,-101.891995,GENERAL ACUTE CARE
1417,UNIVERSITY MEDICAL CENTER,LUBBOCK,TX,LUBBOCK,33.58796714,-101.8912985,GENERAL ACUTE CARE
1418,WOODLAND HEIGHTS MEDICAL CENTER,LUFKIN,TX,ANGELINA,31.32839947,-94.75405884,GENERAL ACUTE CARE
1419,GENESIS MEDICAL CENTER-DEWITT,DEWITT,IA,CLINTON,41.82645333,-90.54748229,CRITICAL ACCESS
1420,STORY COUNTY HOSPITAL,NEVADA,IA,STORY,42.00506234,-93.43691302,CRITICAL ACCESS
1421,SANFORD ROCK RAPIDS MEDICAL CENTER,ROCK RAPIDS,IA,LYON,43.42383001,-96.17198959,CRITICAL ACCESS
1422,METHODIST MANSFIELD MEDICAL CENTER,MANSFIELD,TX,TARRANT,32.56798994,-97.09444484,GENERAL ACUTE CARE
1423,FALLS COMMUNITY HOSPITAL AND CLINIC,MARLIN,TX,FALLS,31.30720245,-96.8940032,GENERAL ACUTE CARE
1424,CHRISTUS GOOD SHEPHERD MEDICAL CENTER - MARSHALL,MARSHALL,TX,HARRISON,32.5368065,-94.36946192,GENERAL ACUTE CARE
1425,RIO GRANDE REGIONAL HOSPITAL,MCALLEN,TX,HIDALGO,26.18636249,-98.22077377,GENERAL ACUTE CARE
1426,DALLAS REGIONAL MEDICAL CENTER,MESQUITE,TX,DALLAS,32.77879048,-96.60051029,GENERAL ACUTE CARE
1427,MIDLAND MEMORIAL HOSPITAL,MIDLAND,TX,MIDLAND,31.99592009,-102.0995033,GENERAL ACUTE CARE
1428,PALO PINTO GENERAL HOSPITAL,MINERAL WELLS,TX,PALO PINTO,32.79892076,-98.14509078,GENERAL ACUTE CARE
1429,NACOGDOCHES MEMORIAL HOSPITAL,NACOGDOCHES,TX,NACOGDOCHES,31.61264109,-94.64887739,GENERAL ACUTE CARE
1430,NOCONA GENERAL HOSPITAL,NOCONA,TX,MONTAGUE,33.77727442,-97.73270103,GENERAL ACUTE CARE
1431,NAPERVILLE PSYCHIATRIC VENTURES - DBA LINDEN OAKS HOSPITAL,NAPERVILLE,IL,DUPAGE,41.76063032,-88.14992314,PSYCHIATRIC
1432,MEDICAL CENTER HOSPITAL,ODESSA,TX,ECTOR,31.84490417,-102.37361379999999,GENERAL ACUTE CARE
1433,ODESSA REGIONAL MEDICAL CENTER,ODESSA,TX,ECTOR,31.85172847,-102.364203,GENERAL ACUTE CARE
1434,NORTHSHORE UNIVERSITY HEALTHSYSTEM DBA EVANSTON HOSPITAL,EVANSTON,IL,COOK,42.0655335,-87.68471277,GENERAL ACUTE CARE
1435,MEDICAL CITY OF PLANO,PLANO,TX,COLLIN,33.020893,-96.7660152,GENERAL ACUTE CARE
1436,EAST TEXAS MEDICAL CENTER MOUNT VERNON,MOUNT VERNON,TX,FRANKLIN,33.17671639,-95.23494579,GENERAL ACUTE CARE
1437,OCHILTREE GENERAL HOSPITAL,PERRYTON,TX,OCHILTREE,36.36988585,-100.798789,GENERAL ACUTE CARE
1438,THE MEDICAL CENTER OF SOUTHEAST TEXAS,PORT ARTHUR,TX,JEFFERSON,29.93550203,-93.98953453,GENERAL ACUTE CARE
1439,SPRINGFIELD HOSPITAL INC - DBA LINCOLN PRAIRIE BEHAVIORAL HEALTH CENTER,SPRINGFIELD,IL,SANGAMON,39.72556196,-89.64077395,PSYCHIATRIC
1440,ASCENSION SETON MEDICAL CENTER WILLIAMSON,ROUND ROCK,TX,WILLIAMSON,30.56676232,-97.65138735,GENERAL ACUTE CARE
1441,SHANNON WEST TEXAS MEMORIAL HOSPITAL,SAN ANGELO,TX,TOM GREEN,31.46524784,-100.4348932,GENERAL ACUTE CARE
1442,SAN ANGELO COMMUNITY MEDICAL CENTER,SAN ANGELO,TX,TOM GREEN,31.41827654,-100.469814,GENERAL ACUTE CARE
1443,UNIVERSITY HOSPITAL,SAN ANTONIO,TX,BEXAR,29.50700957,-98.57833704,GENERAL ACUTE CARE
1444,METHODIST HOSPITAL,SAN ANTONIO,TX,BEXAR,29.5082133,-98.57247759,GENERAL ACUTE CARE
1445,CHI ST LUKES HEALTH MEMORIAL SAN AUGUSTINE,SAN AUGUSTINE,TX,SAN AUGUSTINE,31.53261587,-94.10300693,GENERAL ACUTE CARE
1446,CENTRAL TEXAS MEDICAL CENTER,SAN MARCOS,TX,HAYS,29.85248199,-97.94590394,GENERAL ACUTE CARE
1447,GUADALUPE REGIONAL MEDICAL CENTER,SEGUIN,TX,GUADALUPE,29.56784512,-97.94723703,GENERAL ACUTE CARE
1448,SEYMOUR HOSPITAL,SEYMOUR,TX,BAYLOR,33.59017066,-99.24869746,GENERAL ACUTE CARE
1449,ASCENSION SETON SMITHVILLE REGIONAL HOSPITAL,SMITHVILLE,TX,BASTROP,30.00390076,-97.13604043,GENERAL ACUTE CARE
1450,ADVENTIST REHABILITATION HOSPITAL OF MARYLAND,ROCKVILLE,MD,MONTGOMERY,39.09859372,-77.20067721,REHABILITATION
1451,HOLY CROSS GERMANTOWN HOSPITAL,GERMANTOWN,MD,MONTGOMERY,39.18176124,-77.2426099,GENERAL ACUTE CARE
1452,ADVENTIST HEALTHCARE WASHINGTON ADVENTIST HOSPITAL,TAKOMA PARK,MD,MONTGOMERY,38.98562631,-77.00182257,GENERAL ACUTE CARE
1453,TEXAS HEALTH HARRIS METHODIST HOSPITAL STEPHENVILLE,STEPHENVILLE,TX,ERATH,32.22296388,-98.20439992,GENERAL ACUTE CARE
1454,BAYLOR SCOTT & WHITE MEDICAL CENTER - SUNNYVALE,SUNNYVALE,TX,DALLAS,32.77911727,-96.56881181,GENERAL ACUTE CARE
1455,BAYLOR SCOTT & WHITE MEDICAL CENTER TEMPLE,TEMPLE,TX,BELL,31.07744745,-97.36344799,GENERAL ACUTE CARE
1456,ST. LUKES SUGAR LAND HOSPITAL,SUGAR LAND,TX,FORT BEND,29.60445437,-95.62032464,GENERAL ACUTE CARE
1457,MARY HITCHCOCK MEMORIAL HOSPITAL,LEBANON,NH,GRAFTON,43.67619155,-72.27333464,GENERAL ACUTE CARE
1458,CHRISTUS ST. MICHAEL HEALTH SYSTEM,TEXARKANA,TX,BOWIE,33.46417889,-94.0754934,GENERAL ACUTE CARE
1459,CHRISTUS MOTHER FRANCES HOSPITAL - TYLER,TYLER,TX,SMITH,32.34276945,-95.29164026,GENERAL ACUTE CARE
1460,UT HEALTH EAST TEXAS MEDICAL CENTER,TYLER,TX,SMITH,32.33847952,-95.2907682,GENERAL ACUTE CARE
1461,CITIZENS MEDICAL CENTER,VICTORIA,TX,VICTORIA,28.81287726,-96.97773874,GENERAL ACUTE CARE
1462,DETAR HOSPITAL NAVARRO,VICTORIA,TX,VICTORIA,28.80806986,-96.99834405,GENERAL ACUTE CARE
1463,MEDICAL CITY WEATHERFORD,WEATHERFORD,TX,PARKER,32.74811822,-97.78581052,GENERAL ACUTE CARE
1464,KNAPP MEDICAL CENTER,WESLACO,TX,HIDALGO,26.1532284,-97.97761937,GENERAL ACUTE CARE
1465,KELL WEST REGIONAL HOSPITAL,WICHITA FALLS,TX,WICHITA,33.87282117,-98.58030421,GENERAL ACUTE CARE
1466,MEDICAL CITY DALLAS HOSPITAL,DALLAS,TX,DALLAS,32.91193288,-96.77407387,GENERAL ACUTE CARE
1467,METHODIST CHARLTON MEDICAL CENTER,DALLAS,TX,DALLAS,32.64576186,-96.87684862,GENERAL ACUTE CARE
1468,CITY HOSPITAL AT WHITE ROCK,DALLAS,TX,DALLAS,32.83478291,-96.70493202,GENERAL ACUTE CARE
1469,METHODIST DALLAS MEDICAL CENTER,DALLAS,TX,DALLAS,32.76037381,-96.82602355,GENERAL ACUTE CARE
1470,CHRISTUS SPOHN HOSPITAL ALICE,ALICE,TX,JIM WELLS,27.76401647,-98.04172626,GENERAL ACUTE CARE
1471,PAM SPECIALTY HOSPITAL OF CORPUS CHRISTI SOUTH,CORPUS CHRISTI,TX,NUECES,27.67977415,-97.37023765,GENERAL ACUTE CARE
1472,UNITED MEMORIAL MEDICAL SYSTEMS,HOUSTON,TX,HARRIS,30.02458106,-95.44853039,GENERAL ACUTE CARE
1473,NORTH CENTRAL BAPTIST HOSPITAL,SAN ANTONIO,TX,BEXAR,29.6203791,-98.49142829,GENERAL ACUTE CARE
1474,NORTHEAST BAPTIST HOSPITAL,SAN ANTONIO,TX,BEXAR,29.519596999999997,-98.42905798,GENERAL ACUTE CARE
1475,CHRISTUS SOUTHEAST TEXAS - ST MARY,PORT ARTHUR,TX,JEFFERSON,29.90942468,-93.92443983,GENERAL ACUTE CARE
1476,CATSKILL REGIONAL MEDICAL CENTER,HARRIS,NY,SULLIVAN,41.70906079,-74.73752440000001,GENERAL ACUTE CARE
1477,FAYETTE COUNTY MEMORIAL HOSPITAL,WASHINGTON CH,OH,FAYETTE,39.54785694,-83.42709496,CRITICAL ACCESS
1478,CRYSTAL CLINIC ORTHOPAEDIC CENTER,AKRON,OH,SUMMIT,41.09693037,-81.51345126,SPECIAL
1479,NATIONWIDE CHILDREN'S HOSPITAL,COLUMBUS,OH,FRANKLIN,39.95251412,-82.97952404,CHILDREN
1480,OHIO HOSPITAL FOR PSYCHIATRY,COLUMBUS,OH,FRANKLIN,39.94067864,-83.02029176,PSYCHIATRIC
1481,COLEMAN COUNTY MEDICAL CENTER,COLEMAN,TX,COLEMAN,31.82854343,-99.42562308,CRITICAL ACCESS
1482,"ACCESS HOSPITAL DAYTON, LLC",DAYTON,OH,MONTGOMERY,39.73601213,-84.15422814,PSYCHIATRIC
1483,DEL SOL MEDICAL CENTER A CAMPUS OF LPDS HEALTHCARE,EL PASO,TX,EL PASO,31.75649195,-106.34995190000001,GENERAL ACUTE CARE
1484,SHRINERS HOSPITALS FOR CHILDREN - CINCINNATI,CINCINNATI,OH,HAMILTON,39.13726788,-84.50127397,CHILDREN
1485,ARROWHEAD BEHAVIORAL HEALTH,MAUMEE,OH,LUCAS,41.589757299999995,-83.68924567,PSYCHIATRIC
1486,RAINBOW BABIES AND CHILDRENS HOSPITAL,CLEVELAND,OH,CUYAHOGA,41.50756121,-81.60581374,CHILDREN
1487,WALNUT HILL MEDICAL CENTER,DALLAS,TX,DALLAS,32.88377332,-96.75796427,GENERAL ACUTE CARE
1488,UNIVERSITY GENERAL HOSPITAL DALLAS,DALLAS,TX,DALLAS,32.71511831,-96.8597695,GENERAL ACUTE CARE
1489,CUERO COMMUNITY HOSPITAL,CUERO,TX,DEWITT,29.11261503,-97.28334117,GENERAL ACUTE CARE
1490,HOUSTON METHODIST SAN JACINTO HOSPITAL ALEXANDER CAMPUS,BAYTOWN,TX,HARRIS,29.74762022,-94.94547682,GENERAL ACUTE CARE
1491,"WOODS AT PARKSIDE,THE",COLUMBUS,OH,FRANKLIN,40.027142700000006,-82.88184334,SPECIAL
1492,DAYTON CHILDREN'S HOSPITAL,DAYTON,OH,MONTGOMERY,39.77424249,-84.16802733,CHILDREN
1493,PROVIDENCE HOSPITAL OF NORTH HOUSTON LLC,HOUSTON,TX,HARRIS,30.014287899999996,-95.44068702,GENERAL ACUTE CARE
1494,COVENANT MEDICAL CENTER - LAKESIDE,LUBBOCK,TX,LUBBOCK,33.57339136,-101.9019483,GENERAL ACUTE CARE
1495,ESSENTIA HEALTH ST MARYS HSPTL SUPERIOR,SUPERIOR,WI,DOUGLAS,46.69757315,-92.10263211,GENERAL ACUTE CARE
1496,FLAMBEAU HSPTL,PARK FALLS,WI,PRICE,45.93031536,-90.44146647,GENERAL ACUTE CARE
1497,FOND DU LAC CTY ACUTE PSYCH UNIT,FOND DU LAC,WI,FOND DU LAC,43.77639955,-88.42923391,PSYCHIATRIC
1498,VIBRA HOSPITAL OF BOISE,MERIDIAN,ID,ADA,43.58594689,-116.35861570000002,GENERAL ACUTE CARE
1499,NELL J. REDFIELD MEMORIAL HOSPITAL,MALAD CITY,ID,ONEIDA,42.18941981,-112.2503325,GENERAL ACUTE CARE
1500,KINDRED HOSPITAL INDIANAPOLIS,INDIANAPOLIS,IN,MARION,39.90211779999999,-86.06049349,LONG TERM CARE
1501,LOGANSPORT STATE HOSPITAL,LOGANSPORT,IN,CASS,40.74169664,-86.40061387,PSYCHIATRIC
1502,CHI HEALTH ST MARY'S,NEBRASKA CITY,NE,OTOE,40.679973700000005,-95.86239282,CRITICAL ACCESS
1503,UNIVERSITY OF TEXAS MEDICAL BRANCH HOSPITAL,GALVESTON,TX,GALVESTON,29.31120096,-94.77715943,GENERAL ACUTE CARE
1504,FORT MEMORIAL HEALTHCARE,FORT ATKINSON,WI,JEFFERSON,42.93110393,-88.82797681,GENERAL ACUTE CARE
1505,MEMORIAL HERMANN SOUTHWEST HOSPITAL,HOUSTON,TX,HARRIS,29.69271807,-95.52115311,GENERAL ACUTE CARE
1506,CHICKASAW NATION MEDICAL CENTER,ADA,OK,PONTOTOC,34.73116768,-96.64541977,CRITICAL ACCESS
1507,STANDING ROCK INDIAN HEALTH SERVICES HOSPITAL,FORT YATES,ND,SIOUX,46.09516158,-100.62812579999999,CRITICAL ACCESS
1508,FROEDTERT MEM LUTHERAN HSPTL,MILWAUKEE,WI,MILWAUKEE,43.04086156,-88.02461256,GENERAL ACUTE CARE
1509,PINE RIDGE HOSPITAL,PINE RIDGE,SD,SHANNON,43.02367851,-102.5412902,CRITICAL ACCESS
1510,CLAREMORE HOSPITAL,CLAREMORE,OK,ROGERS,36.31610206,-95.6292859,CRITICAL ACCESS
1511,WINNEBAGO HOSPITAL,WINNEBAGO,NE,THURSTON,42.2325136,-96.47063294,CRITICAL ACCESS
1512,COMMUNITY HOSPITAL ONAGA LTCU,ST MARYS,KS,POTTAWATOMIE,39.18859027,-96.06110542,LONG TERM CARE
1513,GRISELL MEMORIAL HOSPITAL LTCU,RANSOM,KS,NESS,38.63600977,-99.93124705,LONG TERM CARE
1514,KIOWA DISTRICT HOSPITAL,KIOWA,KS,BARBER,37.00769961,-98.48857262,CRITICAL ACCESS
1515,MS BAND OF CHOCTAW HOSPITAL,CHOCTAW,MS,NESHOBA,32.7823732,-89.23075186,CRITICAL ACCESS
1516,FROEDTERT SOUTH KENOSHA MEDICAL CENTER,KENOSHA,WI,KENOSHA,42.57813792,-87.81978146,GENERAL ACUTE CARE
1517,FROEDTERT SOUTH ST CATHERINES MEDICAL CENTER,PLEASANT PRAIRIE,WI,KENOSHA,42.564515899999996,-87.92432114,GENERAL ACUTE CARE
1518,GRANT REG HLTH CTR,LANCASTER,WI,GRANT,42.84390755,-90.70886309999999,GENERAL ACUTE CARE
1519,REYNOLDS ARMY COMMUNITY HOSPITAL,FORT SILL,OK,COMANCHE,34.6523867,-98.41460698,MILITARY
1520,GUNDERSEN BOSCOBEL AREA HOSPITAL AND CLINICS,BOSCOBEL,WI,GRANT,43.13318413,-90.70863516,CRITICAL ACCESS
1521,PHS INDIAN HOSPITAL AT BROWNING BLACKFEET,BROWNING,MT,GLACIER,48.5656912,-113.01973020000001,CRITICAL ACCESS
1522,RICHARD L. ROUDEBUSH VA MEDICAL CENTER,INDIANAPOLIS,IN,MARION,39.77846306,-86.18716442,MILITARY
1523,MONCRIEF ARMY COMMUNITY HOSPITAL,FORT JACKSON,SC,RICHLAND,34.01192613,-80.93778994,MILITARY
1524,KINDRED HOSPITAL HOUSTON MEDICAL CENTER,HOUSTON,TX,HARRIS,29.71285043,-95.39917023,LONG TERM CARE
1525,VA MEDICAL CENTER - MANCHESTER,MANCHESTER,NH,HILLSBOROUGH,43.01235803,-71.44086704,MILITARY
1526,CHI ST JOSEPH HEALTH MADISON HOSPITAL,MADISONVILLE,TX,MADISON,30.942082,-95.91110591,CRITICAL ACCESS
1527,GEORGE E. WAHLEN DEPARTMENT OF VETERANS AFFAIRS MEDICAL CENTER,SALT LAKE CITY,UT,SALT LAKE,40.75739725,-111.840554,MILITARY
1528,VA MEDICAL CENTER - H.J. HEINZ CAMPUS,PITTSBURGH,PA,ALLEGHENY,40.49517153,-79.88734956,MILITARY
1529,VA CENTRAL WESTERN MASSACHUSETTS HEALTHCARE SYSTEM,NORTHAMPTON,MA,HAMPSHIRE,42.34953083,-72.68244039,MILITARY
1530,SCOTT COUNTY HOSPITAL,SCOTT CITY,KS,SCOTT,38.46664119,-100.90365140000002,GENERAL ACUTE CARE
1531,VA MEDICAL CENTER - CHEYENNE,CHEYENNE,WY,LARAMIE,41.14828213,-104.7855322,MILITARY
1532,VA MEDICAL CENTER - SHERIDAN,SHERIDAN,WY,SHERIDAN,44.82737773,-106.98573640000001,MILITARY
1533,VA MEDICAL CENTER - VANCOUVER CAMPUS,VANCOUVER,WA,CLARK,45.63663819,-122.6572493,MILITARY
1534,VA MEDICAL CENTER - BROCKTON DIVISION,BROCKTON,MA,PLYMOUTH,42.06302243,-71.05393559,MILITARY
1535,HUNTER HOLMES MCGUIRE VA MEDICAL CENTER,RICHMOND,VA,RICHMOND CITY,37.49807429,-77.46768488,GENERAL ACUTE CARE
1536,SELECT SPECIALTY HOSPITAL - DALLAS,CARROLLTON,TX,DALLAS,33.04566135,-96.86485975,LONG TERM CARE
1537,SAINT ALPHONSUS EAGLE HEALTH PLZ-ER,EAGLE,ID,ADA,43.6889546,-116.35069340000001,GENERAL ACUTE CARE
1538,UT HEALTH EAST TEXAS QUITMAN,QUITMAN,TX,WOOD,32.79706946,-95.44291819,CRITICAL ACCESS
1539,HARDEMAN COUNTY MEMORIAL HOSPITAL,QUANAH,TX,HARDEMAN,34.29619436,-99.74154846,CRITICAL ACCESS
1540,ROUND ROCK MEDICAL CENTER,ROUND ROCK,TX,WILLIAMSON,30.51110777,-97.7136084,GENERAL ACUTE CARE
1541,MEMORIAL HOSPITAL,SEMINOLE,TX,GAINES,32.72162797,-102.65487890000001,CRITICAL ACCESS
1542,SHAMROCK GENERAL HOSPITAL,SHAMROCK,TX,WHEELER,35.1989674,-100.24811940000001,CRITICAL ACCESS
1543,LIFECARE HOSPITALS OF FORT WORTH,FORT WORTH,TX,TARRANT,32.67905415,-97.42120446,LONG TERM CARE
1544,KINDRED HOSPITAL - FORT WORTH,FORT WORTH,TX,TARRANT,32.73577378,-97.34335383,LONG TERM CARE
1545,REGENCY HOSPITAL OF FORT WORTH,FORT WORTH,TX,TARRANT,32.66203254,-97.41423269,LONG TERM CARE
1546,EL PASO CHILDREN'S HOSPITAL,EL PASO,TX,EL PASO,31.7715012,-106.43379499999999,CHILDREN
1547,OVERLOOK MEDICAL CENTER,UNION,NJ,UNION,40.67481574,-74.26565452,GENERAL ACUTE CARE
1548,KINDRED HOSPITAL EAST HOUSTON,CHANNELVIEW,TX,HARRIS,29.77455376,-95.14465578,LONG TERM CARE
1549,BAYLOR SCOTT & WHITE SURGICAL HOSPITAL AT SHERMAN,SHERMAN,TX,GRAYSON,33.67663535,-96.60185221,GENERAL ACUTE CARE
1550,BAYLOR SCOTT & WHITE HOSPITAL - TAYLOR,TAYLOR,TX,WILLIAMSON,30.59094376,-97.41538166,CRITICAL ACCESS
1551,CHRISTUS MOTHER FRANCES HOSPITAL - SULPHUR SPRINGS,SULPHUR SPRINGS,TX,HOPKINS,33.15762802,-95.60014471,GENERAL ACUTE CARE
1552,SOLARA HOSPITAL HARLINGEN,HARLINGEN,TX,CAMERON,26.15982657,-97.67274526,LONG TERM CARE
1553,UNIVERSITY OF TEXAS HEALTH CENTER - TYLER,TYLER,TX,SMITH,32.42595009,-95.21342841,GENERAL ACUTE CARE
1554,LAREDO SPECIALTY HOSPITAL,LAREDO,TX,WEBB,27.53352938,-99.47363697,LONG TERM CARE
1555,COVENANT SPECIALTY HOSPITAL,LUBBOCK,TX,LUBBOCK,33.5766576,-101.89706149999999,LONG TERM CARE
1556,KINDRED HOSPITAL - MANSFIELD,MANSFIELD,TX,TARRANT,32.59903863,-97.14435357,LONG TERM CARE
1557,UNITED REGIONAL HEALTH CARE SYSTEM,WICHITA FALLS,TX,WICHITA,33.90243058,-98.50198079,GENERAL ACUTE CARE
1558,PAM SPECIALITY HOSPITAL OF NEW BRAUNFELS,NEW BRAUNFELS,TX,COMAL,29.72926937,-98.10274189,LONG TERM CARE
1559,MID-JEFFERSON EXTENDED CARE HOSPITAL,NEDERLAND,TX,JEFFERSON,29.95559858,-93.98687658,LONG TERM CARE
1560,CORNERSTONE HOSPITAL OF HOUSTON - CLEAR LAKE,WEBSTER,TX,HARRIS,29.5374055,-95.12982931,LONG TERM CARE
1561,"SOLARA HOSPITAL HARLINGEN, BROWNSVILLE CAMPUS",BROWNSVILLE,TX,CAMERON,25.97380934,-97.50988921,LONG TERM CARE
1562,SPRING EXCELLENCE SURGICAL HOSPITAL LLC,SPRING,TX,HARRIS,30.07097555,-95.51194911,GENERAL ACUTE CARE
1563,HERMANN DRIVE SURGICAL HOSPITAL LP,HOUSTON,TX,HARRIS,29.71857596,-95.38301935,GENERAL ACUTE CARE
1564,CORNERSTONE HOSPITAL HOUSTON - BELLAIRE,HOUSTON,TX,HARRIS,29.707960800000002,-95.47391583,LONG TERM CARE
1565,KINDRED HOSPITAL TOWN & COUNTRY,HOUSTON,TX,HARRIS,29.78935442,-95.56687565,LONG TERM CARE
1566,NEXUS SPECIALTY HOSPITAL - THE WOODLANDS,THE WOODLANDS,TX,MONTGOMERY,30.17237239,-95.46065947,LONG TERM CARE
1567,AUSTIN VA OUTPATIENT CLINIC,AUSTIN,TX,TRAVIS,30.20581604,-97.69028874,MILITARY
1568,THE CORPUS CHRISTI MEDICAL CENTER - DOCTORS REGIONAL,CORPUS CHRISTI,TX,NUECES,27.75277054,-97.38919228,GENERAL ACUTE CARE
1569,BAYLOR SCOTT & WHITE MCLANE CHILDREN'S MEDICAL CENTER,TEMPLE,TX,BELL,31.07254989,-97.37546506,CHILDREN
1570,ADVENTHEALTH CENTRAL TEXAS,KILLEEN,TX,BELL,31.11344991,-97.80167081,GENERAL ACUTE CARE
1571,KINDRED HOSPITAL NORTH HOUSTON,HOUSTON,TX,HARRIS,29.86738019,-95.40800378,LONG TERM CARE
1572,CHRISTUS SPOHN HOSPITAL BEEVILLE,BEEVILLE,TX,BEE,28.40742754,-97.73154412,GENERAL ACUTE CARE
1573,CHRISTUS SANTA ROSA HOSPITAL - WESTOVER HILLS,SAN ANTONIO,TX,BEXAR,29.46673399,-98.69591046,GENERAL ACUTE CARE
1574,BAPTIST MEDICAL CENTER,SAN ANTONIO,TX,BEXAR,29.43358894,-98.49264078,GENERAL ACUTE CARE
1575,KAISER FOUNDATION HOSPITAL,HONOLULU,HI,HONOLULU,21.36324847,-157.8999275,GENERAL ACUTE CARE
1576,KONA COMMUNITY HOSPITAL,KEALAKEKUA,HI,HAWAII,19.52003097,-155.91741000000002,GENERAL ACUTE CARE
1577,KUAKINI MEDICAL CENTER,HONOLULU,HI,HONOLULU,21.32203997,-157.8569441,GENERAL ACUTE CARE
1578,SETON SHOAL CREEK HOSPITAL,AUSTIN,TX,TRAVIS,30.30592149,-97.74839994,PSYCHIATRIC
1579,AUSTIN LAKES HOSPITAL,AUSTIN,TX,TRAVIS,30.28852104,-97.72434617,PSYCHIATRIC
1580,HICKORY TRAIL HOSPITAL,DE SOTO,TX,DALLAS,32.62823893,-96.86491473,PSYCHIATRIC
1581,UNIVERSITY BEHAVIORAL HEALTH OF DENTON,DENTON,TX,DENTON,33.2312854,-97.15644671,PSYCHIATRIC
1582,EL PASO BEHAVIORAL HEALTH SYSTEM,EL PASO,TX,EL PASO,31.7803651,-106.4759534,PSYCHIATRIC
1583,RIO GRANDE STATE CENTER,HARLINGEN,TX,CAMERON,26.16067855,-97.70704055,PSYCHIATRIC
1584,HOUSTON BEHAVIORAL HEALTHCARE HOSPITAL LLC,HOUSTON,TX,HARRIS,29.82342556,-95.54631033,PSYCHIATRIC
